# SimN-1 V1 (Up to date)
# 473 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
65.641,890.935,890.935,-7.851,8.083,0.002,0.209,-316.959,-0.038,316.959,269.993,1.922,0.209,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.755,90,13.235,981.401,0.001,339.319,0.023,4.706e5,6.706,35.315,0.401,0.287,0.001
66.042,880.609,880.609,-7.85,8.062,7.562e-4,0.003,-319.431,-0.038,319.431,269.993,1.838,0.003,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.832,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.841,90,13.255,981.77,0.001,339.332,0.023,4.705e5,6.706,35.315,0.401,0.287,0.001
66.443,870.286,870.286,-7.85,8.062,0.006,0.248,-321.849,-0.038,321.849,269.993,1.839,0.248,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.837,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039,90,13.276,982.139,0.001,339.344,0.023,4.708e5,6.706,35.315,0.401,0.287,0.001
66.844,859.967,859.967,-7.847,8.083,2.555e-4,0.092,-324.332,-0.038,324.332,269.993,1.938,0.092,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.832,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.013,90,13.296,982.508,0.001,339.356,0.023,4.706e5,6.706,35.315,0.401,0.287,0.001
67.244,849.65,849.65,-7.847,8.092,0.005,0.214,-326.905,-0.039,326.905,269.993,1.975,0.214,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.836,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.147,90,13.317,982.877,0.001,339.369,0.023,4.708e5,6.706,35.315,0.401,0.287,0.001
67.645,839.337,839.337,-7.845,8.111,0.003,0.231,-329.558,-0.039,329.558,269.993,2.061,0.231,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.835,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.247,90,13.337,983.245,0.001,339.381,0.023,4.708e5,6.706,35.315,0.401,0.287,0.001
68.046,829.027,829.027,-7.844,8.134,4.472e-4,0.065,-332.327,-0.039,332.327,269.993,2.154,0.065,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.832,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.206,90,13.358,983.614,0.001,339.394,0.023,4.707e5,6.706,35.315,0.401,0.287,0.001
68.446,818.719,818.719,-7.844,8.141,0.003,0.029,-335.175,-0.039,335.175,269.993,2.18,0.029,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.203,90,13.378,983.982,0.001,339.406,0.023,4.708e5,6.706,35.315,0.4,0.288,0.001
68.847,808.415,808.415,-7.843,8.143,0.005,0.182,-338.046,-0.039,338.046,269.993,2.191,0.182,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.835,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.047,90,13.398,984.351,0.001,339.418,0.023,4.71e5,6.706,35.315,0.4,0.288,0.001
69.247,798.114,798.114,-7.841,8.122,0.002,0.094,-340.876,-0.039,340.876,269.993,2.118,0.094,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.833,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.195,90,13.419,984.719,0.001,339.431,0.023,4.709e5,6.706,35.315,0.4,0.291,0.001
69.647,787.816,787.816,-7.84,8.131,0.004,0.143,-343.683,-0.039,343.683,269.993,2.156,0.143,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.043,90,13.439,985.087,0.001,339.443,0.023,4.71e5,6.706,35.315,0.4,0.291,0.001
70.048,777.522,777.522,-7.839,8.115,0.012,0.448,-346.477,-0.04,346.477,269.993,2.099,0.448,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.843,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.742,90,13.46,985.455,0.001,339.455,0.023,4.715e5,6.706,35.315,0.4,0.291,0.001
70.448,767.232,767.232,-7.834,8.066,-0.007,0.057,-349.115,-0.04,349.115,269.993,1.92,0.056,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.829,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.966,90,13.48,985.823,0.001,339.468,0.023,4.708e5,6.706,35.315,0.4,0.291,0.001
70.848,756.941,756.941,-7.837,8.074,0.006,0.254,-351.652,-0.04,351.652,269.993,1.942,0.253,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.837,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.146,90,13.5,986.191,0.001,339.48,0.023,4.713e5,6.706,35.315,0.4,0.291,0.001
71.248,746.657,746.657,-7.834,8.096,0.006,0.342,-354.267,-0.04,354.267,269.994,2.044,0.342,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.838,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.771,90,13.521,986.559,0.001,339.492,0.023,4.714e5,6.706,35.315,0.4,0.291,0.001
71.648,736.375,736.375,-7.832,8.061,0.003,0.344,-356.86,-0.04,356.86,269.994,1.907,0.344,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.837,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.633,90,13.541,986.926,0.001,339.505,0.023,4.713e5,6.706,35.315,0.4,0.291,0.001
72.048,726.096,726.096,-7.831,8.028,-0.003,0.082,-359.273,-0.04,359.273,269.994,1.77,0.082,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.791,0,61.573,-9.182,0,0,4.831,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.705,90,13.561,987.294,0.001,339.517,0.023,4.711e5,6.706,35.315,0.4,0.291,0.001
72.448,715.819,715.819,-7.832,8.022,0.004,0.172,-361.574,-0.04,361.574,269.994,1.737,0.172,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.835,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6,90,13.582,987.661,0.001,339.529,0.023,4.714e5,6.706,35.315,0.4,0.291,0.001
72.848,705.546,705.546,-7.83,8.006,0.002,0.034,-363.807,-0.041,363.807,269.994,1.668,0.034,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.833,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.696,90,13.602,988.028,0.001,339.542,0.023,4.713e5,6.706,35.315,0.4,0.291,0.001
73.248,695.276,695.276,-7.83,8.008,0.005,0.211,-366.004,-0.041,366.004,269.994,1.682,0.211,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.836,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.851,90,13.623,988.395,0.001,339.554,0.023,4.715e5,6.706,35.315,0.4,0.292,0.001
73.648,685.009,685.009,-7.828,8.024,6.699e-4,0.021,-368.265,-0.041,368.265,269.994,1.766,0.021,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.833,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.784,90,13.643,988.762,0.001,339.566,0.023,4.714e5,6.706,35.315,0.4,0.292,0.001
74.047,674.745,674.745,-7.827,8.026,0.003,0.017,-370.587,-0.041,370.587,269.994,1.775,0.017,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.789,90,13.663,989.129,0.001,339.579,0.023,4.715e5,6.706,35.315,0.4,0.292,0.001
74.447,664.484,664.484,-7.826,8.026,0.003,0.035,-372.918,-0.041,372.918,269.994,1.781,0.035,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.81,90,13.684,989.496,0.001,339.591,0.023,4.715e5,6.706,35.315,0.4,0.292,0.001
74.846,654.227,654.227,-7.825,8.028,0.006,0.23,-375.262,-0.041,375.262,269.994,1.795,0.23,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.836,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.98,90,13.704,989.863,0.001,339.603,0.023,4.717e5,6.706,35.315,0.399,0.292,0.001
75.246,643.973,643.973,-7.823,8.047,0.001,0.154,-377.675,-0.041,377.675,269.994,1.887,0.154,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.765,90,13.724,990.229,0.001,339.616,0.023,4.716e5,6.706,35.315,0.399,0.292,0.001
75.645,633.721,633.721,-7.822,8.032,0.009,0.368,-380.108,-0.042,380.108,269.994,1.826,0.368,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.84,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.12,90,13.744,990.596,0.001,339.628,0.023,4.719e5,6.706,35.315,0.399,0.292,0.001
76.045,623.474,623.474,-7.819,8.064,-0.004,0.06,-382.597,-0.042,382.597,269.994,1.973,0.06,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.83,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.926,90,13.765,990.962,0.001,339.64,0.023,4.715e5,6.706,35.315,0.399,0.292,0.001
76.444,613.227,613.227,-7.82,8.059,0.003,0.065,-385.166,-0.042,385.166,269.994,1.949,0.065,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.001,90,13.785,991.328,0.001,339.653,0.023,4.717e5,6.706,35.315,0.399,0.292,0.001
76.843,602.985,602.985,-7.819,8.065,0.007,0.3,-387.736,-0.042,387.736,269.994,1.975,0.3,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.838,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.736,90,13.805,991.695,0.001,339.665,0.023,4.72e5,6.706,35.315,0.399,0.292,0.001
77.243,592.747,592.747,-7.816,8.033,0.001,0.234,-390.244,-0.042,390.244,269.994,1.855,0.234,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.669,90,13.826,992.061,0.001,339.677,0.023,4.718e5,6.706,35.315,0.399,0.292,0.001
77.642,582.511,582.511,-7.816,8.012,3.358e-4,0.063,-392.612,-0.042,392.612,269.994,1.762,0.063,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.833,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.813,90,13.846,992.426,0.001,339.69,0.023,4.718e5,6.706,35.315,0.399,0.293,0.001
78.041,572.277,572.277,-7.816,8.017,0.003,0.018,-394.935,-0.042,394.935,269.994,1.787,0.018,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.802,90,13.866,992.792,0.001,339.702,0.023,4.719e5,6.706,35.315,0.399,0.293,0.001
78.44,562.047,562.047,-7.814,8.018,0.004,0.112,-397.279,-0.042,397.279,269.994,1.794,0.112,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.706,90,13.886,993.158,0.001,339.714,0.023,4.72e5,6.706,35.315,0.399,0.293,0.001
78.839,551.82,551.82,-7.813,8.007,0.003,0.144,-399.598,-0.043,399.598,269.994,1.749,0.144,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.635,90,13.907,993.524,0.001,339.726,0.023,4.72e5,6.706,35.315,0.399,0.293,0.001
79.238,541.596,541.596,-7.812,7.993,0.004,0.194,-401.85,-0.043,401.85,269.994,1.692,0.194,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.835,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.848,90,13.927,993.889,0.001,339.739,0.023,4.721e5,6.706,35.315,0.399,0.293,0.001
79.637,531.375,531.375,-7.81,8.008,0.008,0.375,-404.114,-0.043,404.114,269.994,1.769,0.375,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.84,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.069,90,13.947,994.254,0.001,339.751,0.023,4.724e5,6.706,35.315,0.399,0.293,0.001
80.035,521.159,521.159,-7.807,8.039,-0.004,0.101,-406.527,-0.043,406.527,269.994,1.919,0.101,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.831,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.839,90,13.967,994.62,0.001,339.763,0.023,4.72e5,6.706,35.315,0.399,0.293,0.001
80.434,510.942,510.942,-7.808,8.031,0.002,0.047,-409.011,-0.043,409.011,269.994,1.879,0.047,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.917,90,13.988,994.985,0.001,339.775,0.023,4.722e5,6.706,35.315,0.399,0.294,0.001
80.833,500.73,500.73,-7.807,8.035,0.003,0.043,-411.48,-0.043,411.48,269.994,1.897,0.043,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.932,90,14.008,995.35,0.001,339.788,0.023,4.722e5,6.706,35.315,0.399,0.294,0.001
81.231,490.522,490.522,-7.806,8.038,0.007,0.279,-413.973,-0.043,413.973,269.994,1.914,0.279,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.838,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.137,90,14.028,995.715,0.001,339.8,0.023,4.725e5,6.706,35.315,0.399,0.294,0.001
81.63,480.317,480.317,-7.804,8.062,-1.676e-4,0.136,-416.549,-0.044,416.549,269.994,2.026,0.136,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.833,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.918,90,14.048,996.08,0.001,339.812,0.023,4.723e5,6.706,35.315,0.5,0.294,0.001
82.13,467.516,467.516,-7.804,8.046,0.005,0.225,-419.816,-0.044,419.816,269.994,1.958,0.225,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.836,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.138,90,14.074,996.537,0.001,339.828,0.023,4.725e5,6.706,35.315,0.398,0.294,0.001
82.528,457.317,457.317,-7.802,8.066,0.003,0.227,-422.433,-0.044,422.433,269.994,2.048,0.227,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.835,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.229,90,14.094,996.902,0.001,339.84,0.023,4.725e5,6.706,35.315,0.398,0.294,0.001
82.927,447.121,447.121,-7.8,8.088,2.899e-4,0.033,-425.169,-0.044,425.169,269.994,2.138,0.033,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.832,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.165,90,14.114,997.266,0.001,339.852,0.023,4.724e5,6.706,35.315,0.398,0.294,0.001
83.325,436.928,436.928,-7.8,8.092,0.004,0.142,-427.971,-0.044,427.971,269.994,2.151,0.142,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.835,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039,90,14.134,997.631,0.001,339.864,0.023,4.725e5,6.706,35.315,0.398,0.295,0.001
83.723,426.738,426.738,-7.799,8.075,0.002,0.097,-430.745,-0.044,430.745,269.994,2.095,0.097,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.019,90,14.155,997.995,0.001,339.877,0.023,4.725e5,6.706,35.315,0.398,0.295,0.001
84.121,416.551,416.551,-7.798,8.064,0.011,0.42,-433.456,-0.044,433.456,269.994,2.056,0.42,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.842,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.723,90,14.175,998.359,0.001,339.889,0.023,4.73e5,6.706,35.315,0.398,0.295,0.001
84.519,406.369,406.369,-7.793,8.019,-0.003,0.234,-436.033,-0.045,436.033,269.994,1.889,0.234,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.832,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.076,90,14.195,998.723,0.001,339.901,0.023,4.725e5,6.706,35.315,0.398,0.295,0.001
84.918,396.187,396.187,-7.795,8.043,7.626e-5,0.007,-438.562,-0.045,438.562,269.994,1.982,0.007,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.832,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.989,90,14.215,999.087,0.001,339.913,0.023,4.726e5,6.706,35.315,0.5,0.295,0.001
85.418,383.4,383.4,-7.795,8.044,0.015,0.474,-441.816,-0.045,441.816,269.994,1.986,0.474,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.845,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.61,90,14.24,999.544,0.001,339.929,0.023,4.733e5,6.706,35.315,0.398,0.295,0.001
85.816,373.229,373.229,-7.789,7.993,-0.009,0.013,-444.286,-0.045,444.286,269.994,1.797,0.009,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.828,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.791,90,14.261,999.908,0.001,339.941,0.023,4.725e5,6.706,35.315,0.398,0.295,0.001
86.214,363.055,363.055,-7.792,7.996,0.003,0.041,-446.63,-0.045,446.63,269.994,1.794,0.041,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.762,90,14.281,1000.272,0.001,339.953,0.023,4.728e5,6.706,35.315,0.398,0.296,0.001
86.611,352.887,352.887,-7.791,7.991,0.01,0.363,-448.961,-0.045,448.961,269.994,1.778,0.363,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.84,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.067,90,14.301,1000.635,0.001,339.965,0.023,4.732e5,6.706,35.315,0.398,0.296,0.001
87.009,342.724,342.724,-7.787,8.021,1.723e-4,0.282,-451.374,-0.045,451.374,269.994,1.922,0.282,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.698,90,14.321,1000.998,0.001,339.977,0.023,4.729e5,6.706,35.315,0.5,0.296,0.001
87.509,329.95,329.95,-7.787,7.988,0.002,0.235,-454.411,-0.046,454.411,269.994,1.781,0.235,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.835,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.969,90,14.346,1001.455,0.001,339.993,0.023,4.73e5,6.706,35.315,0.398,0.296,0.001
87.907,319.791,319.791,-7.786,8.008,0.006,0.34,-456.795,-0.046,456.795,269.994,1.874,0.34,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.838,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.145,90,14.366,1001.818,0.001,340.005,0.023,4.732e5,6.706,35.315,0.398,0.296,0.001
88.304,309.636,309.636,-7.784,8.039,-0.003,0.008,-459.328,-0.046,459.328,269.994,2.009,0.008,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.831,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.016,90,14.387,1002.181,0.001,340.017,0.023,4.729e5,6.706,35.315,0.398,0.296,0.001
