# SimN-1 V1 (Up to date)
# 473 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
88.702,299.482,299.482,-7.785,8.041,0.004,0.118,-461.952,-0.046,461.952,269.994,2.013,0.118,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.107,90,14.407,1002.544,0.001,340.029,0.023,4.731e5,6.706,35.315,0.397,0.296,0.001
89.099,289.333,289.333,-7.783,8.051,0.003,0.101,-464.606,-0.046,464.606,269.994,2.059,0.1,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.98,90,14.427,1002.907,0.001,340.042,0.023,4.731e5,6.706,35.315,0.397,0.296,0.001
89.497,279.186,279.186,-7.782,8.04,0.002,0.03,-467.265,-0.046,467.265,269.994,2.019,0.03,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.996,90,14.447,1003.27,0.001,340.054,0.023,4.731e5,6.706,35.315,0.397,0.297,0.001
89.894,269.042,269.042,-7.781,8.036,0.005,0.217,-469.889,-0.047,469.889,269.994,2.007,0.217,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.836,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.836,90,14.467,1003.632,0.001,340.066,0.023,4.733e5,6.706,35.315,0.397,0.297,0.001
90.291,258.902,258.902,-7.779,8.013,7.201e-4,0.071,-472.449,-0.047,472.449,269.994,1.921,0.071,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.833,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.978,90,14.487,1003.995,0.001,340.078,0.023,4.732e5,6.706,35.315,0.397,0.297,0.001
90.688,248.764,248.764,-7.779,8.02,0.004,0.179,-474.971,-0.047,474.971,269.994,1.949,0.179,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.835,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.808,90,14.507,1004.357,0.001,340.09,0.023,4.734e5,6.706,35.315,0.397,0.297,0.001
91.086,238.629,238.629,-7.777,8.001,0.005,0.255,-477.465,-0.047,477.465,269.994,1.878,0.255,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.836,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.082,90,14.527,1004.719,0.001,340.102,0.023,4.735e5,6.706,35.315,0.397,0.297,0.001
91.483,228.498,228.498,-7.776,8.024,0.007,0.379,-479.977,-0.047,479.977,269.994,1.98,0.379,28.61,-80.601,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.839,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.281,90,14.547,1005.082,0.001,340.115,0.023,4.736e5,6.706,35.315,0.397,0.297,0.001
91.88,218.37,218.37,-7.773,8.06,-0.003,0.194,-482.654,-0.047,482.654,269.994,2.13,0.194,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.832,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.976,90,14.567,1005.444,0.001,340.127,0.023,4.733e5,6.706,35.315,0.397,0.297,0.001
92.277,208.243,208.243,-7.774,8.04,0.001,0.062,-485.379,-0.047,485.379,269.994,2.053,0.062,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.833,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.004,90,14.587,1005.806,0.001,340.139,0.023,4.734e5,6.706,35.315,0.397,0.298,0.001
92.674,198.119,198.119,-7.774,8.034,0.003,0.094,-488.036,-0.048,488.036,269.994,2.028,0.094,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.103,90,14.607,1006.168,0.001,340.151,0.023,4.735e5,6.706,35.315,0.397,0.298,0.001
93.071,187.999,187.999,-7.772,8.042,0.004,0.176,-490.701,-0.048,490.701,269.994,2.065,0.176,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.835,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.926,90,14.628,1006.529,0.001,340.163,0.023,4.736e5,6.706,35.315,0.397,0.298,0.001
93.467,177.882,177.882,-7.771,8.023,0.002,0.071,-493.344,-0.048,493.344,269.994,1.995,0.071,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.833,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.94,90,14.648,1006.891,0.001,340.175,0.023,4.736e5,6.706,35.315,0.397,0.298,0.001
93.864,167.768,167.768,-7.77,8.015,0.007,0.312,-495.923,-0.048,495.923,269.994,1.967,0.311,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.839,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.721,90,14.668,1007.253,0.001,340.187,0.023,4.739e5,6.706,35.315,0.397,0.298,0.001
94.261,157.657,157.657,-7.767,7.983,-0.001,0.112,-498.403,-0.048,498.403,269.994,1.844,0.112,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.832,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.756,90,14.688,1007.614,0.001,340.2,0.023,4.736e5,6.706,35.315,0.397,0.298,0.001
94.658,147.548,147.548,-7.768,7.973,0.003,0.12,-500.774,-0.048,500.774,269.994,1.799,0.12,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.895,90,14.708,1007.975,0.001,340.212,0.023,4.737e5,6.706,35.315,0.397,0.298,0.001
95.054,137.442,137.442,-7.767,7.983,0.002,0.022,-503.146,-0.048,503.146,269.994,1.847,0.022,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.83,90,14.728,1008.337,0.001,340.224,0.023,4.737e5,6.706,35.315,0.397,0.298,0.001
95.451,127.34,127.34,-7.766,7.98,0.013,0.444,-505.543,-0.049,505.543,269.995,1.838,0.444,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.844,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.19,90,14.748,1008.698,0.001,340.236,0.023,4.743e5,6.706,35.315,0.396,0.299,0.001
95.847,117.243,117.243,-7.761,8.018,-0.001,0.343,-508.048,-0.049,508.048,269.995,2.014,0.343,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.835,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.287,90,14.768,1009.059,0.001,340.248,0.023,4.739e5,6.706,35.315,0.397,0.299,0.001
96.244,107.145,107.145,-7.761,8.054,-0.003,0.087,-510.757,-0.049,510.757,269.995,2.15,0.087,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.831,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.22,90,14.788,1009.42,0.001,340.26,0.023,4.738e5,6.706,35.315,0.396,0.299,0.001
96.64,97.05,97.05,-7.762,8.064,0.003,0.065,-513.577,-0.049,513.577,269.995,2.185,0.065,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.134,90,14.808,1009.781,0.001,340.272,0.023,4.739e5,6.706,35.315,0.396,0.299,0.001
97.036,86.959,86.959,-7.761,8.056,0.016,0.512,-516.4,-0.049,516.4,269.995,2.159,0.512,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.847,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.755,90,14.828,1010.141,0.001,340.284,0.023,4.746e5,6.706,35.315,0.396,0.299,0.001
97.433,76.874,76.874,-7.755,7.998,-0.008,0.233,-519.075,-0.049,519.075,269.995,1.956,0.232,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.83,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.773,90,14.848,1010.502,0.001,340.297,0.023,4.738e5,6.706,35.315,0.396,0.299,0.001
97.829,66.786,66.786,-7.758,7.979,0.003,0.239,-521.56,-0.049,521.56,269.995,1.864,0.239,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.835,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.055,90,14.868,1010.863,0.001,340.309,0.023,4.741e5,6.706,35.315,0.396,0.299,0.001
98.225,56.704,56.704,-7.757,8,1.654e-4,0.078,-524.044,-0.05,524.044,269.995,1.959,0.078,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.833,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.898,90,14.888,1011.223,0.001,340.321,0.023,4.74e5,6.706,35.315,0.5,0.3,0.001
98.725,43.979,43.979,-7.757,7.991,0.003,0.06,-527.226,-0.05,527.226,269.995,1.92,0.06,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.874,90,14.913,1011.678,0.001,340.336,0.023,4.742e5,6.706,35.315,0.396,0.3,0.001
99.121,33.904,33.904,-7.755,7.984,0.003,0.101,-529.705,-0.05,529.705,269.995,1.897,0.101,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.977,90,14.933,1012.038,0.001,340.348,0.023,4.742e5,6.706,35.315,0.396,0.3,0.001
99.517,23.831,23.831,-7.754,7.992,0.003,0.071,-532.195,-0.05,532.195,269.995,1.936,0.071,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.993,90,14.953,1012.398,0.001,340.36,0.023,4.742e5,6.706,35.315,0.396,0.3,0.001
99.913,13.761,13.761,-7.753,7.998,0.004,0.185,-534.728,-0.05,534.728,269.995,1.965,0.185,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.836,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.112,90,14.973,1012.758,0.001,340.372,0.023,4.744e5,6.706,35.315,0.396,0.3,0.001
100.309,3.695,3.695,-7.751,8.015,0.002,0.146,-537.326,-0.05,537.326,269.995,2.038,0.146,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.923,90,14.993,1013.118,0.001,340.384,0.023,4.743e5,6.706,35.315,0.145,0.3,0.001
# Event GROUND_HIT occurred at t=100.454 seconds
# Event SIMULATION_END occurred at t=100.454 seconds
100.454,0,0,-7.751,8.009,0.002,0.103,-538.293,-0.05,538.293,269.995,2.016,0.103,28.61,-80.602,NaN,NaN,NaN,NaN,83.571,89.978,493.521,65.7,0.037,5.98e-4,9.792,0,61.573,-9.182,0,0,4.834,37.19,0,37.19,0,37.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.936,90,15,1013.25,0.001,340.389,0.023,4.743e5,6.706,35.315,NaN,0.3,0.001
