# Sim1FullTARC (Up to date)
# 343 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0,572.014,82,0.035,7.739e-4,9.792,NaN,59.827,NaN,0,0,0,0.6,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.455,90,4.444,1013.25,0.001,333.992,0.007,1.541e5,6.68,35.048,0.004,0.004,0
0.004,8.806e-4,8.806e-4,0.208,0.208,110.457,110.457,-2.6e-6,0,2.6e-6,270,4.957e-4,0.149,28.61,-80.6,85.156,0,0,0,90,0,571.945,81.931,0.035,7.739e-4,9.792,NaN,59.824,NaN,68.776,12.28,1.169e-5,0.6,0,0,0,8.662e-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.453,90,4.444,1013.25,0.001,333.992,0.007,1.545e5,6.68,35.048,0.006,0.006,2.661e-5
0.01,0.012,0.012,0.872,0.872,110.799,110.799,-2.137e-5,0,2.137e-5,270,0.001,0.164,28.61,-80.6,70.407,0,0,0,90,0,571.738,81.724,0.035,7.739e-4,9.792,NaN,59.815,NaN,68.947,12.315,7.254e-4,0.6,0,0,0,0.048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.45,90,4.444,1013.25,0.001,333.992,0.008,1.632e5,6.68,35.048,0.003,0.006,1.116e-4
0.013,0.022,0.022,1.204,1.204,110.969,110.969,-3.788e-5,0,3.788e-5,270,0.002,0.178,28.61,-80.6,63.793,0,0,0,90,0,571.634,81.62,0.035,7.739e-4,9.792,NaN,59.811,NaN,69.033,12.333,0.002,0.6,0,0,0,0.105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.449,90,4.444,1013.249,0.001,333.992,0.008,1.712e5,6.68,35.048,0.005,0.007,1.542e-4
0.018,0.046,0.046,1.765,1.765,113.246,113.246,-7.733e-5,0,7.733e-5,270,0.003,0.211,28.61,-80.6,54.158,0,0,0,90,0,571.46,81.445,0.035,7.739e-4,9.792,NaN,59.803,NaN,70.316,12.566,0.005,0.6,0,0,0,0.233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.446,90,4.444,1013.248,0.001,333.992,0.009,1.892e5,6.68,35.048,0.009,0.007,2.26e-4
# Event LIFTOFF occurred at t=0.027 seconds
0.027,0.113,0.113,2.792,2.792,115.096,115.096,-1.947e-4,0,1.947e-4,270,0.006,0,28.61,-80.6,41.099,0,0,0,90,0,571.14,81.126,0.035,7.739e-4,9.792,NaN,59.789,NaN,71.343,12.756,0.014,0.6,0,0,0,0.467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.442,90,4.444,1013.246,0.001,333.992,0.011,2.326e5,6.68,35.048,0.01,0.008,3.575e-4
0.037,0.224,0.224,3.944,3.944,115.146,115.146,-3.828e-4,0,3.828e-4,270,0.006,0,28.61,-80.6,31.649,0,0,0,90,0,570.782,80.768,0.035,7.738e-4,9.792,NaN,59.774,NaN,71.343,12.764,0.031,0.6,0,0,0,0.638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.436,90,4.444,1013.242,0.001,333.992,0.014,2.908e5,6.68,35.048,0.01,0.008,5.049e-4
0.047,0.372,0.372,5.095,5.095,115.187,115.187,-5.71e-4,0,5.71e-4,270,0.006,0,28.61,-80.6,25.458,0,0,0,90,0,570.425,80.41,0.034,7.738e-4,9.792,NaN,59.758,NaN,71.343,12.772,0.052,0.6,0,0,0,0.726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.431,90,4.444,1013.236,0.001,333.992,0.017,3.542e5,6.68,35.048,0.01,0.008,6.524e-4
0.057,0.558,0.558,6.247,6.247,115.222,115.222,-7.591e-4,0,7.591e-4,270,0.006,0,28.61,-80.6,21.2,0,0,0,90,0,570.067,80.053,0.034,7.738e-4,9.792,NaN,59.743,NaN,71.343,12.78,0.077,0.6,0,0,0,0.766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.429,90,4.444,1013.229,0.001,333.992,0.02,4.206e5,6.68,35.048,0.003,0.009,7.999e-4
0.06,0.621,0.621,6.593,6.593,115.231,115.231,-8.156e-4,0,8.156e-4,270,0.006,0,28.61,-80.6,20.177,0,0,0,90,0,569.96,79.946,0.034,7.738e-4,9.792,NaN,59.738,NaN,71.343,12.783,0.085,0.6,0,0,0,0.772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.429,90,4.443,1013.227,0.001,333.992,0.021,4.409e5,6.68,35.048,0.004,0.009,8.441e-4
0.064,0.722,0.722,7.111,7.111,115.142,115.142,-9.003e-4,0,9.003e-4,270,0.006,0,28.61,-80.6,18.809,0,0,0,90,0,569.799,79.785,0.034,7.738e-4,9.792,NaN,59.731,NaN,71.285,12.776,0.098,0.6,0,0,0,0.777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.428,90,4.443,1013.223,0.001,333.991,0.022,4.716e5,6.68,35.048,0.007,0.009,9.105e-4
0.071,0.889,0.889,7.888,7.888,115.006,115.006,-0.001,0,0.001,270,0.006,0,28.61,-80.6,17.063,0,0,0,90,0,569.559,79.545,0.034,7.737e-4,9.792,NaN,59.721,NaN,71.198,12.766,0.118,0.6,0,0,0,0.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.427,90,4.443,1013.217,0.001,333.991,0.025,5.179e5,6.68,35.048,0.01,0.01,0.001
0.081,1.166,1.166,9.037,9.037,114.802,114.802,-0.001,0,0.001,270,0.006,0,28.61,-80.6,14.99,0,0,0,90,0,569.202,79.188,0.034,7.737e-4,9.792,NaN,59.705,NaN,71.07,12.751,0.151,0.6,0,0,0,0.773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.425,90,4.442,1013.207,0.001,333.991,0.028,5.872e5,6.68,35.048,0.01,0.01,0.001
0.091,1.482,1.482,10.184,10.184,114.593,114.593,-0.001,0,0.001,270,0.006,0,28.61,-80.6,13.358,0,0,0,90,0,568.846,78.832,0.034,7.737e-4,9.792,NaN,59.69,NaN,70.941,12.736,0.185,0.6,0,0,0,0.759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.424,90,4.442,1013.195,0.001,333.991,0.031,6.57e5,6.68,35.048,0.009,0.01,0.001
0.1,1.788,1.788,11.186,11.186,114.407,114.407,-0.002,0,0.002,270,0.006,0,28.61,-80.6,12.193,0,0,0,90,0,568.534,78.52,0.034,7.737e-4,9.792,NaN,59.676,NaN,70.829,12.723,0.217,0.6,0,0,0,0.745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.423,90,4.441,1013.184,0.001,333.99,0.034,7.183e5,6.68,35.048,0.01,0.011,0.001
0.11,2.174,2.174,12.328,12.328,114.008,114.008,-0.002,0,0.002,270,0.006,0,28.61,-80.6,11.138,0,0,0,90,0,568.185,78.171,0.034,7.736e-4,9.792,NaN,59.661,NaN,70.598,12.689,0.257,0.6,0,0,0,0.731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.433,90,4.441,1013.169,0.001,333.99,0.038,7.887e5,6.68,35.048,0.01,0.011,0.002
0.12,2.597,2.597,13.466,13.466,113.602,113.602,-0.002,0,0.002,270,0.006,0,28.61,-80.6,10.26,0,0,0,90,0,567.835,77.821,0.034,7.736e-4,9.792,NaN,59.646,NaN,70.367,12.655,0.299,0.6,0,0,0,0.718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.443,90,4.44,1013.154,0.001,333.99,0.041,8.59e5,6.68,35.048,0.01,0.011,0.002
0.13,3.058,3.058,14.6,14.6,113.191,113.191,-0.002,0,0.002,270,0.006,0,28.61,-80.6,9.517,0,0,0,90,0,567.486,77.472,0.034,7.736e-4,9.792,NaN,59.63,NaN,70.136,12.621,0.345,0.6,0,0,0,0.706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.453,90,4.439,1013.137,0.001,333.989,0.044,9.292e5,6.68,35.048,0.01,0.012,0.002
0.14,3.555,3.555,15.73,15.73,112.775,112.775,-0.002,0,0.002,270,0.006,0,28.61,-80.6,8.881,0,0,0,90,0,567.137,77.123,0.034,7.736e-4,9.792,NaN,59.615,NaN,69.905,12.588,0.393,0.6,0,0,0,0.696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.464,90,4.438,1013.118,0.001,333.989,0.048,9.993e5,6.68,35.048,0.01,0.013,0.002
0.15,4.09,4.09,16.856,16.856,112.353,112.353,-0.003,0,0.003,270,0.006,0,28.61,-80.6,8.331,0,0,0,90,0,566.787,76.773,0.034,7.735e-4,9.792,NaN,59.6,NaN,69.675,12.554,0.444,0.6,0,0,0,0.687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.474,90,4.438,1013.099,0.001,333.988,0.051,1.069e6,6.68,35.048,0.01,0.013,0.002
0.16,4.661,4.661,17.977,17.977,111.924,111.924,-0.003,0,0.003,270,0.006,0,28.61,-80.6,7.855,0,0,0,90,0,566.438,76.424,0.034,7.735e-4,9.792,NaN,59.585,NaN,69.444,12.52,0.499,0.6,0,0,0,0.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.486,90,4.437,1013.077,0.001,333.987,0.054,1.139e6,6.68,35.048,0.01,0.013,0.002
0.17,5.269,5.269,19.094,19.094,111.49,111.49,-0.003,0,0.003,270,0.006,0,28.61,-80.6,7.437,0,0,0,90,0,566.089,76.075,0.034,7.735e-4,9.792,NaN,59.569,NaN,69.213,12.486,0.556,0.6,0,0,0,0.673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.498,90,4.436,1013.055,0.001,333.987,0.058,1.209e6,6.68,35.048,0.01,0.014,0.002
0.18,5.886,5.886,20.16,20.16,111.069,111.069,-0.003,0,0.003,270,0.006,0,28.61,-80.6,7.08,0,0,0,90,0,565.754,75.74,0.034,7.735e-4,9.792,NaN,59.554,NaN,68.992,12.453,0.614,0.6,0,0,0,0.668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.51,90,4.435,1013.032,0.001,333.986,0.061,1.275e6,6.68,35.048,0.009,0.015,0.003
# Event LAUNCHROD occurred at t=0.189 seconds
0.189,6.501,6.501,21.166,21.166,110.665,110.713,-0.003,0,0.003,270,0.006,3.25,28.61,-80.6,6.776,0,0,0,90,0,565.437,75.423,0.034,7.735e-4,9.792,66.199,59.54,0.997,68.782,12.423,0.671,0.6,0,0,0,0.663,1.814,1.808,3.85e-5,0,0,0,0,0,2.52,90,4.433,1013.009,0.001,333.986,0.064,1.338e6,6.68,35.048,0.011,0.015,0.003
0.2,7.313,7.313,22.419,22.419,110.158,110.208,-0.004,0,0.004,270,0.043,3.344,28.61,-80.6,6.327,0,2.404,-2.48e-4,89.986,89.996,565.041,75.027,0.034,7.734e-4,9.792,66.365,59.523,1.024,68.52,12.384,0.744,0.6,0,0,0,0.656,1.68,1.72,1.993e-4,0,0,0,0,8.253e-4,2.534,90,4.432,1012.979,0.001,333.985,0.068,1.416e6,6.68,35.048,0.017,0.016,0.003
0.217,8.617,8.617,24.289,24.289,109.544,109.592,-0.008,0,0.008,270,0.099,3.228,28.61,-80.6,5.538,0,6.235,-4.964e-4,89.913,89.996,564.464,74.45,0.034,7.734e-4,9.792,66.663,59.497,1.073,68.214,12.341,0.856,0.6,0,0,0,0.645,1.449,1.549,4.207e-4,0,0,0,0,0.005,2.492,90,4.43,1012.931,0.001,333.983,0.073,1.532e6,6.68,35.048,0.017,0.016,0.003
0.234,10.054,10.054,26.184,26.185,108.909,108.947,-0.015,1.04e-8,0.015,270,0.153,2.89,28.61,-80.6,4.781,0,10.299,-6.102e-4,89.77,89.995,563.875,73.861,0.034,7.733e-4,9.792,66.959,59.471,1.121,67.902,12.298,0.977,0.6,0,0,0,0.635,1.232,1.37,-1.014e-4,0,0,0,0,0.011,2.449,90,4.427,1012.878,0.001,333.982,0.079,1.649e6,6.68,35.048,0.017,0.017,0.003
0.251,11.555,11.555,28.018,28.019,108.278,108.303,-0.025,5.824e-8,0.025,270,0.197,2.329,28.61,-80.6,4.065,0,14.297,-0.001,89.562,89.996,563.303,73.289,0.034,7.733e-4,9.792,67.249,59.446,1.168,67.599,12.255,1.101,0.6,0,0,0,0.626,1.033,1.188,-3.098e-4,0,0,0,0,0.019,2.404,90,4.425,1012.822,0.001,333.98,0.084,1.764e6,6.68,35.048,0.017,0.017,0.004
0.268,13.171,13.171,29.856,29.857,107.629,107.639,-0.037,1.718e-7,0.037,270,0.23,1.467,28.61,-80.6,3.298,0,18.184,-0.001,89.285,89.996,562.726,72.712,0.034,7.733e-4,9.792,67.569,59.42,1.22,67.293,12.212,1.232,0.6,0,0,0,0.618,0.826,0.981,-3.485e-4,0,0,0,0,0.027,2.324,90,4.422,1012.762,0.001,333.979,0.09,1.878e6,6.68,35.048,0.018,0.018,0.004
0.286,15.009,15.009,31.804,31.805,106.911,106.912,-0.051,4.102e-7,0.051,270,0.246,0.288,28.61,-80.6,2.506,0,21.947,-0.002,88.92,89.996,562.11,72.096,0.034,7.732e-4,9.792,67.912,59.393,1.275,66.966,12.166,1.381,0.6,0,0,0,0.611,0.617,0.752,3.413e-4,0,0,0,0,0.034,2.239,90,4.419,1012.694,0.001,333.977,0.095,2e6,6.68,35.048,0.014,0.019,0.004
0.3,16.455,16.455,33.249,33.25,106.354,106.357,-0.062,7.182e-7,0.062,270.001,0.243,0.752,28.61,-80.6,1.933,0,24.351,-0.003,88.606,89.996,561.651,71.636,0.034,7.732e-4,9.792,68.168,59.372,1.317,66.723,12.132,1.498,0.6,0,0,0,0.606,0.47,0.58,-5.709e-5,0,0,0,0,0.039,2.176,90,4.417,1012.64,0.001,333.975,0.1,2.09e6,6.68,35.048,0.02,0.02,0.004
0.32,18.744,18.744,35.4,35.401,105.289,105.314,-0.078,1.486e-6,0.078,270.001,0.213,2.265,28.61,-80.6,1.324,-3.55e-7,27.276,-0.004,88.08,89.996,560.982,70.968,0.034,7.731e-4,9.792,68.448,59.343,1.363,66.254,12.061,1.689,0.6,0,0,0,0.603,0.318,0.391,-4.946e-4,0,0,0,0,0.043,2.219,90,4.413,1012.556,0.001,333.973,0.106,2.225e6,6.68,35.048,0.03,0.02,0.005
0.351,22.444,22.444,38.585,38.585,103.594,103.711,-0.094,3.571e-6,0.094,270.002,0.104,4.929,28.61,-80.6,0.432,-5.525e-7,29.833,-0.01,87.203,89.997,559.98,69.966,0.034,7.731e-4,9.792,68.871,59.298,1.433,65.55,11.954,1.997,0.6,0,0,0,0.6,0.102,0.103,5.321e-5,0,0,0,0,0.043,2.281,90,4.407,1012.419,0.001,333.969,0.116,2.424e6,6.68,35.048,0.046,0.02,0.005
0.397,28.586,28.586,43.259,43.259,100.782,101.24,-0.088,9.811e-6,0.088,270.006,0.228,9.614,28.61,-80.6,0.911,-2.452e-6,-27.148,-0.002,85.867,89.996,558.477,68.463,0.034,7.729e-4,9.792,68.647,59.23,1.41,64.494,11.793,2.514,0.6,0,0,0,0.601,0.217,0.334,3.666e-4,0,0,0,0,-0.029,2.208,90,4.396,1012.191,0.001,333.963,0.13,2.718e6,6.68,35.048,0.003,0.021,0.006
0.4,29.078,29.078,43.607,43.608,100.559,101.05,-0.085,1.047e-5,0.085,270.007,0.262,9.956,28.61,-80.6,0.992,-2.451e-6,-26.574,-0.002,85.774,89.996,558.363,68.349,0.034,7.729e-4,9.792,68.609,59.225,1.405,64.414,11.781,2.556,0.6,0,0,0,0.602,0.237,0.359,4.83e-4,0,0,0,0,-0.027,2.202,90,4.395,1012.173,0.001,333.962,0.131,2.74e6,6.68,35.048,0.005,0.021,0.006
0.405,29.825,29.825,44.128,44.129,100.247,100.788,-0.08,1.153e-5,0.08,270.008,0.315,10.427,28.61,-80.6,1.091,-2.452e-6,-25.625,-0.002,85.638,89.996,558.198,68.184,0.034,7.729e-4,9.792,68.564,59.217,1.399,64.308,11.765,2.619,0.6,0,0,0,0.602,0.261,0.39,2.204e-4,0,0,0,0,-0.024,2.207,90,4.394,1012.145,0.001,333.962,0.132,2.772e6,6.68,35.048,0.008,0.022,0.006
0.413,30.961,30.961,44.906,44.907,99.776,100.392,-0.071,1.33e-5,0.071,270.011,0.398,11.103,28.61,-80.6,1.225,-2.404e-6,-24.021,-0.002,85.445,89.996,557.951,67.937,0.034,7.729e-4,9.792,68.502,59.206,1.392,64.148,11.741,2.715,0.6,0,0,0,0.603,0.294,0.43,2.725e-4,0,0,0,0,-0.021,2.215,90,4.392,1012.103,0.001,333.961,0.135,2.821e6,6.68,35.048,0.012,0.022,0.006
0.425,32.702,32.702,46.066,46.069,99.068,99.796,-0.053,1.642e-5,0.053,270.018,0.533,12.032,28.61,-80.6,1.391,-2.263e-6,-21.228,-0.002,85.181,89.995,557.58,67.566,0.034,7.729e-4,9.792,68.426,59.189,1.383,63.908,11.705,2.861,0.6,0,0,0,0.603,0.335,0.479,-3.218e-4,0,0,0,0,-0.015,2.226,90,4.389,1012.039,0.001,333.959,0.138,2.894e6,6.68,35.048,0.016,0.022,0.006
0.44,35.086,35.086,47.596,47.601,98.129,98.995,-0.021,2.149e-5,0.021,270.059,0.728,13.065,28.61,-80.6,1.546,-1.975e-6,-16.878,-0.001,84.884,89.995,557.087,67.073,0.034,7.728e-4,9.792,68.357,59.167,1.376,63.59,11.657,3.059,0.6,0,0,0,0.604,0.374,0.523,-2.852e-4,0,0,0,0,-0.009,2.241,90,4.385,1011.95,0.001,333.956,0.143,2.991e6,6.68,35.048,0.013,0.023,0.006
0.453,37.188,37.188,48.893,48.902,97.336,98.301,0.015,2.675e-5,0.015,89.895,0.907,13.739,28.61,-80.6,1.621,-1.942e-6,-12.678,-3.748e-4,84.688,89.995,556.665,66.651,0.034,7.728e-4,9.792,68.324,59.148,1.374,63.317,11.616,3.23,0.6,0,0,0,0.605,0.393,0.544,-4.842e-4,0,0,0,0,-0.005,2.248,90,4.382,1011.872,0.001,333.954,0.147,3.073e6,6.68,35.048,0.012,0.023,0.006
0.466,39.151,39.151,50.066,50.078,96.625,97.661,0.054,3.234e-5,0.054,89.966,1.076,14.185,28.61,-80.6,1.654,-1.985e-6,-8.533,8.45e-4,84.559,89.995,556.281,66.267,0.034,7.728e-4,9.792,68.311,59.13,1.374,63.069,11.578,3.389,0.6,0,0,0,0.605,0.401,0.553,-3.519e-5,0,0,0,0,-0.002,2.239,90,4.378,1011.8,0.001,333.952,0.15,3.146e6,6.68,35.048,0.011,0.024,0.006
0.477,41.032,41.032,51.157,51.172,95.98,97.054,0.097,3.833e-5,0.097,89.977,1.238,14.398,28.61,-80.6,1.637,-2.004e-6,-4.459,-5.576e-4,84.485,89.995,555.921,65.907,0.034,7.728e-4,9.792,68.32,59.114,1.378,62.836,11.543,3.538,0.6,0,0,0,0.605,0.397,0.547,-3.339e-4,0,0,0,0,-5.493e-4,2.23,90,4.375,1011.73,0.001,333.95,0.154,3.215e6,6.68,35.048,0.011,0.025,0.007
0.488,42.889,42.889,52.205,52.223,95.375,96.457,0.144,4.484e-5,0.144,89.982,1.396,14.404,28.61,-80.6,1.578,-2.064e-6,-0.438,-0.002,84.459,89.995,555.573,65.559,0.034,7.727e-4,9.792,68.348,59.098,1.385,62.611,11.509,3.683,0.6,0,0,0,0.604,0.382,0.529,4.16e-5,0,0,0,0,-5.091e-6,2.222,90,4.372,1011.661,0.001,333.948,0.157,3.281e6,6.68,35.048,0.012,0.025,0.007
0.5,45.002,45.002,53.364,53.387,94.727,95.781,0.204,5.29e-5,0.204,89.985,1.57,14.17,28.61,-80.6,1.465,-2.227e-6,4.006,-0.001,84.48,89.995,555.185,65.171,0.034,7.727e-4,9.792,68.401,59.08,1.395,62.361,11.471,3.845,0.6,0,0,0,0.604,0.354,0.494,-1.429e-4,0,0,0,0,4.074e-4,2.213,90,4.368,1011.583,0.001,333.946,0.16,3.354e6,6.68,35.048,0.011,0.026,0.007
0.511,46.972,46.972,54.416,54.443,93.961,94.94,0.264,6.098e-5,0.264,89.987,1.725,13.605,28.61,-80.6,1.285,-2.288e-6,7.848,1.27e-4,84.547,89.995,554.845,64.831,0.033,7.727e-4,9.792,68.485,59.065,1.41,62.018,11.415,3.994,0.6,0,0,0,0.603,0.309,0.434,-2.739e-4,0,0,0,0,0.002,2.241,90,4.365,1011.51,0.001,333.944,0.163,3.421e6,6.68,35.048,0.012,0.027,0.007
0.523,49.168,49.168,55.555,55.587,93.142,94.013,0.336,7.054e-5,0.336,89.988,1.886,12.764,28.61,-80.6,1.055,-2.31e-6,11.584,-1.174e-4,84.666,89.995,554.474,64.46,0.033,7.727e-4,9.792,68.594,59.048,1.429,61.643,11.353,4.157,0.6,0,0,0,0.602,0.253,0.358,3.94e-4,0,0,0,0,0.003,2.271,90,4.361,1011.429,0.001,333.942,0.167,3.493e6,6.68,35.048,0.014,0.027,0.007
0.537,51.777,51.777,56.865,56.903,92.207,92.925,0.428,8.251e-5,0.428,89.989,2.058,11.533,28.61,-80.6,0.755,-2.406e-6,15.105,-1.83e-4,84.856,89.996,554.043,64.029,0.033,7.726e-4,9.792,68.737,59.028,1.453,61.207,11.282,4.35,0.6,0,0,0,0.601,0.18,0.256,-1.473e-4,0,0,0,0,0.005,2.307,90,4.357,1011.332,0.001,333.939,0.171,3.575e6,6.68,35.048,0.019,0.028,0.007
0.556,55.351,55.351,58.594,58.637,90.955,91.468,0.561,9.973e-5,0.561,89.99,2.258,9.668,28.61,-80.6,0.354,-2.347e-6,18.065,0.002,85.172,89.996,553.467,63.453,0.033,7.726e-4,9.792,68.931,59.001,1.486,60.626,11.186,4.612,0.6,0,0,0,0.6,0.084,0.118,-4.143e-4,0,0,0,0,0.007,2.326,90,4.351,1011.2,0.001,333.936,0.176,3.684e6,6.68,35.048,0.028,0.028,0.008
0.585,60.912,60.912,61.141,61.192,89.02,89.283,0.783,1.279e-4,0.783,89.991,2.492,6.844,28.61,-80.6,0.161,-2.458e-6,-18.701,0.007,85.703,89.996,552.604,62.59,0.033,7.725e-4,9.792,69.028,58.962,1.507,59.754,11.043,5.02,0.6,0,0,0,0.6,0.038,0.064,4.96e-4,0,0,0,0,-0.007,2.275,90,4.342,1010.994,0.001,333.93,0.184,3.844e6,6.68,35.048,0.015,0.029,0.008
0.6,64.027,64.027,62.5,62.554,87.937,88.1,0.91,1.441e-4,0.91,89.991,2.585,5.361,28.61,-80.6,0.4,-2.187e-6,-17.09,0.001,85.979,89.996,552.136,62.122,0.033,7.725e-4,9.792,68.914,58.94,1.493,59.281,10.965,5.246,0.6,0,0,0,0.6,0.095,0.146,3.16e-4,0,0,0,0,-0.005,2.246,90,4.336,1010.878,0.001,333.927,0.188,3.928e6,6.68,35.048,0.023,0.03,0.008
0.623,68.825,68.825,64.5,64.556,85.732,85.79,1.11,1.693e-4,1.11,89.991,2.682,3.153,28.61,-80.6,0.74,-6.44e-7,-12.084,-0.005,86.321,89.994,551.477,61.462,0.033,7.724e-4,9.792,68.755,58.909,1.474,58.276,10.792,5.593,0.6,0,0,0,0.601,0.176,0.262,-4.484e-4,0,0,0,0,-0.003,2.302,90,4.328,1010.701,0.001,333.922,0.194,4.054e6,6.68,35.048,0.014,0.03,0.008
0.637,71.867,71.867,65.711,65.767,84.336,84.365,1.236,1.857e-4,1.236,89.991,2.72,2.191,28.61,-80.6,0.863,-7.679e-7,-7.656,-1.923e-4,86.463,89.993,551.069,61.055,0.033,7.724e-4,9.792,68.698,58.891,1.468,57.655,10.684,5.808,0.6,0,0,0,0.601,0.206,0.304,2.596e-4,0,0,0,0,-9.801e-4,2.337,90,4.323,1010.588,0.001,333.919,0.197,4.129e6,6.68,35.048,0.012,0.031,0.008
0.649,74.44,74.44,66.703,66.76,83.157,83.174,1.342,1.999e-4,1.342,89.991,2.743,1.699,28.61,-80.6,0.908,-1.136e-6,-3.473,0.002,86.529,89.993,550.73,60.716,0.033,7.724e-4,9.792,68.679,58.875,1.468,57.138,10.595,5.985,0.6,0,0,0,0.601,0.217,0.319,2.115e-4,0,0,0,0,-1.958e-4,2.366,90,4.319,1010.493,0.001,333.916,0.2,4.191e6,6.68,35.048,0.011,0.031,0.009
0.66,76.854,76.854,67.608,67.665,82.051,82.066,1.441,2.136e-4,1.441,89.992,2.76,1.59,28.61,-80.6,0.888,-1.594e-6,0.561,0.002,86.545,89.994,550.416,60.402,0.033,7.724e-4,9.792,68.69,58.86,1.471,56.66,10.513,6.147,0.6,0,0,0,0.601,0.212,0.312,2.419e-4,0,0,0,0,4.981e-6,2.374,90,4.315,1010.403,0.001,333.914,0.203,4.248e6,6.68,35.048,0.011,0.032,0.009
0.671,79.283,79.283,68.495,68.551,80.941,80.96,1.54,2.276e-4,1.54,89.992,2.778,1.754,28.61,-80.6,0.825,-1.125e-6,4.49,0.004,86.517,89.994,550.105,60.091,0.033,7.723e-4,9.792,68.721,58.846,1.478,56.185,10.43,6.306,0.6,0,0,0,0.601,0.197,0.291,-1.657e-4,0,0,0,0,3.104e-4,2.381,90,4.311,1010.313,0.001,333.911,0.206,4.303e6,6.68,35.048,0.011,0.033,0.009
0.682,81.858,81.858,69.409,69.466,79.766,79.796,1.644,2.426e-4,1.644,89.992,2.801,2.196,28.61,-80.6,0.719,-8.978e-7,8.305,0.004,86.444,89.995,549.779,59.765,0.033,7.723e-4,9.792,68.772,58.831,1.488,55.689,10.344,6.471,0.6,0,0,0,0.601,0.171,0.254,2.442e-4,0,0,0,0,0.001,2.388,90,4.306,1010.218,0.001,333.908,0.208,4.36e6,6.68,35.048,0.013,0.034,0.009
0.695,84.768,84.768,70.413,70.47,78.438,78.495,1.761,2.596e-4,1.761,89.992,2.833,2.979,28.61,-80.6,0.562,0,11.934,0.005,86.315,89.996,549.416,59.402,0.033,7.723e-4,9.792,68.849,58.814,1.502,55.135,10.248,6.655,0.6,0,0,0,0.601,0.133,0.198,-2.901e-4,0,0,0,0,0.002,2.395,90,4.301,1010.11,0.001,333.905,0.211,4.422e6,6.68,35.048,0.005,0.034,0.009
0.7,85.921,85.921,70.802,70.859,77.912,77.984,1.808,2.664e-4,1.808,89.992,2.849,3.357,28.61,-80.6,0.491,0,13.124,0.005,86.252,89.996,549.273,59.259,0.033,7.723e-4,9.792,68.883,58.807,1.508,54.918,10.211,6.726,0.6,0,0,0,0.6,0.116,0.173,-4.471e-4,0,0,0,0,0.002,2.399,90,4.299,1010.067,0.001,333.904,0.213,4.447e6,6.68,35.048,0.007,0.036,0.009
