# Sim1FullTARC (Up to date)
# 343 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
16.732,462.691,462.691,-9.064,9.311,0.004,0.046,-27.369,-0.002,27.369,269.995,2.13,0.046,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.344,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.088,90,3.663,996.111,0.001,333.519,0.027,5.622e5,6.68,35.048,0.463,0.149,0.001
17.195,448.935,448.935,-9.062,9.304,0.005,0.166,-30.586,-0.002,30.586,269.995,2.109,0.166,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.345,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.263,90,3.686,996.621,0.001,333.533,0.027,5.623e5,6.68,35.048,0.463,0.149,0.001
17.657,435.185,435.185,-9.059,9.319,0.006,0.245,-33.844,-0.003,33.844,269.995,2.185,0.245,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.346,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.413,90,3.71,997.13,0.001,333.547,0.027,5.625e5,6.68,35.048,0.462,0.149,0.001
18.12,421.441,421.441,-9.057,9.344,0.001,0.021,-37.246,-0.003,37.246,269.996,2.299,0.021,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.342,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.281,90,3.733,997.639,0.001,333.561,0.027,5.623e5,6.68,35.048,0.462,0.149,0.001
18.582,407.701,407.701,-9.056,9.341,0.015,0.466,-40.727,-0.003,40.727,269.996,2.289,0.466,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.356,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.86,90,3.756,998.148,0.001,333.575,0.027,5.631e5,6.68,35.048,0.462,0.149,0.001
19.045,393.973,393.973,-9.049,9.284,-0.002,0.321,-44.035,-0.003,44.035,269.996,2.074,0.321,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.343,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.372,90,3.779,998.656,0.001,333.589,0.027,5.626e5,6.68,35.048,0.462,0.149,0.001
19.507,380.244,380.244,-9.05,9.319,-0.001,0.042,-47.294,-0.004,47.294,269.996,2.222,0.042,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.341,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.262,90,3.802,999.165,0.001,333.603,0.027,5.625e5,6.68,35.048,0.462,0.149,0.001
19.969,366.521,366.521,-9.05,9.324,0.007,0.252,-50.679,-0.004,50.679,269.996,2.242,0.252,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.347,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.475,90,3.825,999.673,0.001,333.617,0.027,5.629e5,6.68,35.048,0.462,0.15,0.001
20.431,352.807,352.807,-9.047,9.349,0.002,0.122,-54.164,-0.004,54.164,269.996,2.358,0.122,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.343,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.472,90,3.849,1000.181,0.001,333.631,0.027,5.628e5,6.68,35.048,0.462,0.15,0.001
20.893,339.096,339.096,-9.046,9.363,0.005,0.152,-57.781,-0.004,57.781,269.996,2.414,0.152,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.345,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.556,90,3.872,1000.689,0.001,333.645,0.027,5.629e5,6.68,35.048,0.462,0.15,0.001
21.355,325.393,325.393,-9.044,9.379,0.003,0.053,-61.491,-0.004,61.491,269.996,2.485,0.053,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.343,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.437,90,3.895,1001.197,0.001,333.659,0.027,5.63e5,6.68,35.048,0.462,0.15,0.001
21.817,311.695,311.695,-9.043,9.371,0.004,0.045,-65.236,-0.005,65.236,269.996,2.46,0.045,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.344,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.502,90,3.918,1001.704,0.001,333.673,0.027,5.631e5,6.68,35.048,0.462,0.15,0.001
22.278,298.003,298.003,-9.041,9.375,0.005,0.128,-68.977,-0.005,68.977,269.996,2.481,0.128,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.345,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.363,90,3.941,1002.211,0.001,333.687,0.027,5.632e5,6.68,35.048,0.461,0.15,0.001
22.74,284.317,284.317,-9.038,9.357,0.003,0.021,-72.688,-0.005,72.688,269.996,2.421,0.021,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.343,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.441,90,3.964,1002.718,0.001,333.701,0.027,5.632e5,6.68,35.048,0.461,0.15,0.001
23.201,270.636,270.636,-9.037,9.358,0.004,0.054,-76.361,-0.005,76.361,269.996,2.431,0.054,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.344,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.382,90,3.987,1003.225,0.001,333.715,0.027,5.633e5,6.68,35.048,0.461,0.151,0.001
23.662,256.961,256.961,-9.035,9.35,0.004,0.018,-80.021,-0.006,80.021,269.996,2.406,0.018,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.344,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.391,90,4.011,1003.732,0.001,333.729,0.027,5.634e5,6.68,35.048,0.461,0.151,0.001
24.123,243.292,243.292,-9.033,9.346,0.008,0.276,-83.655,-0.006,83.655,269.996,2.398,0.276,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.348,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.145,90,4.034,1004.238,0.001,333.743,0.027,5.637e5,6.68,35.048,0.461,0.151,0.001
24.585,229.631,229.631,-9.029,9.311,3.865e-4,0.055,-87.186,-0.006,87.186,269.996,2.271,0.055,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.342,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.221,90,4.057,1004.744,0.001,333.757,0.027,5.635e5,6.68,35.048,0.461,0.151,0.001
25.046,215.972,215.972,-9.029,9.304,0.007,0.234,-90.601,-0.006,90.601,269.996,2.245,0.234,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.347,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.031,90,4.08,1005.25,0.001,333.771,0.027,5.638e5,6.68,35.048,0.461,0.151,0.001
25.506,202.321,202.321,-9.026,9.276,0.003,0.201,-93.915,-0.007,93.915,269.996,2.138,0.201,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.345,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.324,90,4.103,1005.756,0.001,333.785,0.027,5.638e5,6.68,35.048,0.461,0.151,0.001
25.967,188.675,188.675,-9.025,9.296,0.008,0.348,-97.217,-0.007,97.217,269.996,2.23,0.347,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.349,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.911,90,4.126,1006.261,0.001,333.799,0.027,5.641e5,6.68,35.048,0.461,0.152,0.001
26.428,175.036,175.036,-9.021,9.255,-0.001,0.134,-100.467,-0.007,100.467,269.996,2.07,0.134,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.341,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.948,90,4.149,1006.766,0.001,333.813,0.027,5.638e5,6.68,35.048,0.461,0.152,0.001
26.889,161.4,161.4,-9.021,9.242,0.012,0.407,-103.549,-0.007,103.549,269.996,2.008,0.407,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.353,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.384,90,4.172,1007.271,0.001,333.827,0.027,5.644e5,6.68,35.048,0.461,0.152,0.001
27.349,147.774,147.774,-9.016,9.28,-0.003,0.157,-106.726,-0.007,106.726,269.996,2.196,0.157,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.341,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.052,90,4.195,1007.776,0.001,333.841,0.027,5.639e5,6.68,35.048,0.461,0.152,0.001
27.81,134.148,134.148,-9.017,9.264,0.003,0.01,-109.989,-0.008,109.989,269.996,2.123,0.009,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.343,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.116,90,4.218,1008.281,0.001,333.855,0.027,5.641e5,6.68,35.048,0.46,0.152,0.001
28.27,120.53,120.53,-9.016,9.262,0.009,0.311,-113.193,-0.008,113.193,269.996,2.119,0.311,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.349,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.407,90,4.241,1008.785,0.001,333.869,0.027,5.645e5,6.68,35.048,0.46,0.152,0.001
28.73,106.92,106.92,-9.012,9.292,0.002,0.235,-116.5,-0.008,116.5,269.996,2.262,0.235,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.344,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.047,90,4.264,1009.289,0.001,333.883,0.027,5.643e5,6.68,35.048,0.46,0.153,0.001
29.191,93.313,93.313,-9.011,9.265,0.001,0.042,-119.834,-0.008,119.834,269.996,2.154,0.042,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.342,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.194,90,4.287,1009.793,0.001,333.897,0.027,5.643e5,6.68,35.048,0.46,0.153,0.001
29.651,79.712,79.712,-9.011,9.269,0.006,0.212,-123.101,-0.008,123.101,269.996,2.173,0.212,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.346,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.37,90,4.31,1010.297,0.001,333.911,0.027,5.646e5,6.68,35.048,0.46,0.153,0.001
30.111,66.118,66.118,-9.008,9.29,0.003,0.157,-126.454,-0.009,126.454,269.996,2.271,0.157,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.344,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.128,90,4.333,1010.801,0.001,333.925,0.027,5.645e5,6.68,35.048,0.46,0.153,0.001
30.571,52.528,52.528,-9.006,9.271,0.013,0.439,-129.826,-0.009,129.826,269.996,2.199,0.438,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.354,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.797,90,4.356,1011.304,0.001,333.938,0.027,5.651e5,6.68,35.048,0.46,0.153,0.001
31.03,38.948,38.948,-9.001,9.219,-0.005,0.07,-132.99,-0.009,132.99,269.996,1.997,0.07,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.339,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.934,90,4.379,1011.807,0.001,333.952,0.027,5.644e5,6.68,35.048,0.46,0.153,0.001
31.49,25.367,25.367,-9.003,9.215,0.01,0.337,-135.979,-0.009,135.979,269.996,1.965,0.337,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.35,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.657,90,4.402,1012.31,0.001,333.966,0.027,5.651e5,6.68,35.048,0.46,0.154,0.001
31.95,11.796,11.796,-8.999,9.179,0.003,0.315,-138.826,-0.009,138.826,269.996,1.81,0.315,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.346,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.101,90,4.425,1012.813,0.001,333.98,0.027,5.65e5,6.68,35.048,0.4,0.154,0.001
# Event GROUND_HIT occurred at t=32.349 seconds
# Event SIMULATION_END occurred at t=32.349 seconds
32.349,0,0,-8.997,9.203,0.001,0.215,-141.281,-0.01,141.281,269.996,1.936,0.215,28.61,-80.6,NaN,NaN,NaN,NaN,48.821,89.948,545.514,55.5,0.033,7.72e-4,9.792,0,58.63,-8.777,0,0,5.344,29.609,0,29.609,0,29.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.135,90,4.444,1013.25,0.001,333.992,0.027,5.649e5,6.68,35.048,NaN,0.154,0.001
