# Sim1Full (Up to date)
# 798 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
7.099,2101.761,2101.761,34.856,34.859,-11.874,11.874,36.044,0.028,36.044,89.955,0.464,0.055,28.61,-80.6,0.259,4.834e-5,-2.053,-0.005,85.754,89.979,529.083,65.7,0.042,7.437e-4,9.79,69.581,64.368,0.777,0,0,1.097,0.442,0.305,0.015,0.121,0.442,0.045,0.036,1.837e-4,0,0,0,0,-2.846e-4,1.965,90,10.836,938.898,0.001,337.866,0.103,2.076e6,6.706,35.315,0.05,0.21,0.004
7.149,2107.43,2107.43,34.264,34.267,-11.808,11.809,36.12,0.028,36.12,89.955,0.468,0.111,28.61,-80.6,0.336,4.844e-5,-1.596,-0.002,85.663,89.979,529.083,65.7,0.042,7.437e-4,9.79,69.532,64.368,0.77,0,0,1.06,0.442,0.305,0.015,0.121,0.442,0.059,0.046,-1.059e-4,0,0,0,0,-1.78e-4,1.928,90,10.825,938.705,0.001,337.859,0.102,2.04e6,6.706,35.315,0.05,0.21,0.004
7.199,2113.002,2113.002,33.676,33.679,-11.741,11.741,36.197,0.028,36.197,89.955,0.474,0.122,28.61,-80.6,0.358,4.856e-5,-1.085,-0.001,85.596,89.978,529.083,65.7,0.042,7.437e-4,9.79,69.518,64.368,0.768,0,0,1.024,0.442,0.305,0.015,0.121,0.442,0.063,0.049,-1.362e-5,0,0,0,0,-8.519e-5,1.908,90,10.814,938.515,0.001,337.852,0.1,2.005e6,6.706,35.315,0.05,0.211,0.004
7.249,2118.478,2118.478,33.09,33.094,-11.669,11.67,36.276,0.028,36.276,89.955,0.479,0.068,28.61,-80.6,0.294,4.852e-5,-0.625,0.002,85.553,89.976,529.083,65.7,0.042,7.437e-4,9.79,69.558,64.368,0.774,0,0,0.988,0.442,0.305,0.015,0.121,0.442,0.052,0.04,8.813e-5,0,0,0,0,-2.921e-5,1.923,90,10.803,938.329,0.001,337.845,0.098,1.97e6,6.706,35.315,0.05,0.211,0.004
7.299,2123.859,2123.859,32.509,32.512,-11.597,11.597,36.354,0.028,36.354,89.955,0.481,0.017,28.61,-80.6,0.179,4.862e-5,-0.299,6.073e-4,85.531,89.975,529.083,65.7,0.042,7.437e-4,9.79,69.631,64.368,0.785,0,0,0.954,0.441,0.306,0.015,0.121,0.442,0.031,0.025,3.948e-5,0,0,0,0,-6.945e-6,1.958,90,10.792,938.145,0.001,337.839,0.096,1.936e6,6.706,35.315,0.05,0.212,0.004
7.349,2129.144,2129.144,31.93,31.934,-11.529,11.529,36.433,0.029,36.433,89.955,0.478,0.073,28.61,-80.6,0.097,4.856e-5,-0.115,0.001,85.521,89.973,529.083,65.7,0.042,7.437e-4,9.79,69.684,64.368,0.793,0,0,0.92,0.441,0.306,0.015,0.121,0.441,0.017,0.013,-1.237e-4,0,0,0,0,-1.055e-6,1.968,90,10.782,937.965,0.001,337.833,0.095,1.901e6,6.706,35.315,0.05,0.213,0.004
7.399,2134.335,2134.335,31.356,31.359,-11.456,11.458,36.511,0.029,36.511,89.955,0.471,0.22,28.61,-80.6,0.128,4.854e-5,0.133,-0.003,85.516,89.972,529.083,65.7,0.042,7.437e-4,9.79,69.663,64.368,0.79,0,0,0.887,0.441,0.306,0.015,0.121,0.441,0.022,0.018,3.343e-4,0,0,0,0,1.467e-6,2.058,90,10.771,937.789,0.001,337.826,0.093,1.867e6,6.706,35.315,0.05,0.213,0.004
7.449,2139.432,2139.432,30.784,30.788,-11.4,11.401,36.587,0.029,36.587,89.955,0.462,0.151,28.61,-80.6,0.032,4.851e-5,0.237,-0.009,85.506,89.971,529.083,65.7,0.042,7.437e-4,9.79,69.725,64.368,0.799,0,0,0.855,0.441,0.306,0.015,0.121,0.441,0.006,0.005,3.174e-6,0,0,0,0,4.851e-6,1.975,90,10.761,937.615,0.001,337.82,0.091,1.833e6,6.706,35.315,0.05,0.214,0.004
7.499,2144.435,2144.435,30.216,30.219,-11.343,11.344,36.663,0.029,36.663,89.955,0.455,0.101,28.61,-80.6,0.041,4.852e-5,-0.231,-0.003,85.494,89.969,529.083,65.7,0.042,7.437e-4,9.79,69.718,64.368,0.798,0,0,0.823,0.441,0.306,0.015,0.121,0.441,0.007,0.006,-4.902e-4,0,0,0,0,-4.8e-6,1.904,90,10.751,937.445,0.001,337.814,0.09,1.799e6,6.706,35.315,0.05,0.214,0.004
7.549,2149.345,2149.345,29.65,29.653,-11.293,11.293,36.737,0.029,36.737,89.955,0.453,0.007,28.61,-80.6,0.216,4.847e-5,-0.086,6.752e-4,85.486,89.968,529.083,65.7,0.042,7.437e-4,9.79,69.606,64.368,0.781,0,0,0.792,0.441,0.306,0.015,0.121,0.441,0.038,0.03,3.587e-4,0,0,0,0,-6.889e-7,1.775,90,10.742,937.277,0.001,337.808,0.088,1.764e6,6.706,35.315,0.05,0.215,0.004
7.599,2154.163,2154.163,29.087,29.09,-11.232,11.232,36.811,0.029,36.811,89.955,0.452,0.047,28.61,-80.6,0.124,4.846e-5,0.104,-0.001,85.487,89.968,529.083,65.7,0.042,7.437e-4,9.79,69.665,64.368,0.79,0,0,0.762,0.441,0.306,0.015,0.121,0.441,0.022,0.017,3.097e-4,0,0,0,0,1.049e-6,1.781,90,10.732,937.113,0.001,337.803,0.086,1.731e6,6.706,35.315,0.05,0.22,0.004
7.649,2158.888,2158.888,28.527,28.53,-11.165,11.167,36.885,0.029,36.885,89.955,0.446,0.21,28.61,-80.6,0.177,4.846e-5,-0.079,0.003,85.492,89.97,529.083,65.7,0.042,7.437e-4,9.79,69.63,64.368,0.785,0,0,0.734,0.441,0.306,0.015,0.121,0.441,0.031,0.025,4.209e-4,0,0,0,0,-6.226e-7,1.892,90,10.723,936.953,0.001,337.797,0.085,1.698e6,6.706,35.315,0.05,0.22,0.004
7.699,2163.522,2163.522,27.97,27.973,-11.114,11.115,36.957,0.029,36.957,89.954,0.436,0.172,28.61,-80.6,0.122,4.848e-5,0.077,0.004,85.492,89.972,529.083,65.7,0.042,7.437e-4,9.79,69.666,64.368,0.79,0,0,0.705,0.441,0.306,0.015,0.121,0.441,0.021,0.016,1.363e-4,0,0,0,0,6.207e-7,1.829,90,10.714,936.795,0.001,337.791,0.083,1.665e6,6.706,35.315,0.05,0.221,0.004
7.749,2168.065,2168.065,27.415,27.419,-11.071,11.071,37.028,0.03,37.028,89.954,0.431,0.031,28.61,-80.6,0.145,4.847e-5,-0.07,-0.005,85.487,89.975,529.083,65.7,0.042,7.437e-4,9.79,69.651,64.368,0.788,0,0,0.677,0.441,0.306,0.015,0.121,0.441,0.025,0.02,4.646e-5,0,0,0,0,-5.28e-7,1.663,90,10.705,936.64,0.001,337.786,0.081,1.631e6,6.706,35.315,0.05,0.222,0.004
7.799,2172.517,2172.517,26.863,26.867,-11.006,11.008,37.099,0.03,37.099,89.954,0.425,0.222,28.61,-80.6,0.25,4.849e-5,0.112,0.005,85.484,89.978,529.083,65.7,0.042,7.437e-4,9.79,69.583,64.368,0.778,0,0,0.65,0.441,0.306,0.014,0.121,0.441,0.044,0.034,2.023e-4,0,0,0,0,1.421e-6,1.815,90,10.696,936.488,0.001,337.781,0.08,1.599e6,6.706,35.315,0.05,0.222,0.003
7.849,2176.879,2176.879,26.315,26.318,-10.949,10.954,37.167,0.03,37.167,89.954,0.411,0.32,28.61,-80.6,0.475,4.849e-5,0.433,0.006,85.472,89.981,529.083,65.7,0.042,7.437e-4,9.79,69.44,64.368,0.756,0,0,0.625,0.441,0.306,0.014,0.121,0.441,0.084,0.064,1.089e-4,0,0,0,0,2.218e-5,1.893,90,10.687,936.34,0.001,337.775,0.078,1.566e6,6.706,35.315,0.05,0.222,0.003
7.899,2181.15,2181.15,25.768,25.771,-10.904,10.907,37.233,0.03,37.233,89.954,0.396,0.276,28.61,-80.6,0.405,4.849e-5,0.81,0.008,85.44,89.986,529.083,65.7,0.042,7.437e-4,9.79,69.484,64.368,0.763,0,0,0.599,0.441,0.306,0.014,0.121,0.441,0.071,0.054,-2.193e-4,0,0,0,0,8.081e-5,1.843,90,10.679,936.194,0.001,337.77,0.077,1.534e6,6.706,35.315,0.05,0.223,0.003
7.949,2185.333,2185.333,25.224,25.227,-10.849,10.856,37.297,0.03,37.297,89.954,0.379,0.393,28.61,-80.6,0.693,4.852e-5,1.247,0.008,85.39,89.99,529.083,65.7,0.042,7.437e-4,9.79,69.304,64.368,0.736,0,0,0.575,0.441,0.306,0.014,0.121,0.441,0.123,0.09,4.846e-4,0,0,0,0,1.996e-4,1.962,90,10.67,936.052,0.001,337.765,0.075,1.502e6,6.706,35.315,0.05,0.224,0.003
7.999,2189.426,2189.426,24.683,24.686,-10.803,10.81,37.358,0.03,37.358,89.954,0.36,0.376,28.61,-80.6,0.69,4.864e-5,1.773,0.008,85.314,89.993,529.083,65.7,0.042,7.437e-4,9.79,69.305,64.368,0.736,0,0,0.55,0.441,0.306,0.014,0.121,0.441,0.123,0.09,5.189e-5,0,0,0,0,4.216e-4,1.963,90,10.662,935.913,0.001,337.76,0.073,1.47e6,6.706,35.315,0.05,0.224,0.003
8.049,2193.431,2193.431,24.144,24.147,-10.761,10.766,37.415,0.03,37.415,89.954,0.342,0.327,28.61,-80.6,0.606,4.872e-5,2.244,0.007,85.213,89.995,529.083,65.7,0.042,7.437e-4,9.79,69.357,64.368,0.744,0,0,0.526,0.441,0.306,0.014,0.121,0.441,0.107,0.079,-1.137e-4,0,0,0,0,7.057e-4,1.937,90,10.654,935.776,0.001,337.755,0.072,1.438e6,6.706,35.315,0.05,0.225,0.003
8.099,2197.348,2197.348,23.607,23.609,-10.724,10.726,37.47,0.03,37.47,89.953,0.328,0.231,28.61,-80.6,0.388,4.875e-5,2.593,0.011,85.092,89.996,529.083,65.7,0.042,7.437e-4,9.79,69.494,64.368,0.764,0,0,0.503,0.441,0.306,0.014,0.121,0.441,0.068,0.051,4.825e-5,0,0,0,0,9.859e-4,1.86,90,10.647,935.643,0.001,337.751,0.07,1.405e6,6.706,35.315,0.05,0.226,0.003
8.149,2201.176,2201.176,23.072,23.074,-10.686,10.688,37.523,0.031,37.523,89.953,0.319,0.161,28.61,-80.6,0.218,4.871e-5,2.795,0.02,84.956,89.997,529.083,65.7,0.042,7.437e-4,9.79,69.602,64.368,0.781,0,0,0.48,0.441,0.306,0.014,0.121,0.441,0.038,0.029,4.388e-5,0,0,0,0,0.001,1.806,90,10.639,935.512,0.001,337.746,0.069,1.373e6,6.706,35.315,0.05,0.227,0.003
8.199,2204.917,2204.917,22.538,22.541,-10.644,10.645,37.575,0.031,37.575,89.953,0.31,0.176,28.61,-80.6,0.277,4.869e-5,2.951,0.015,84.813,89.997,529.083,65.7,0.042,7.437e-4,9.79,69.564,64.368,0.775,0,0,0.458,0.441,0.306,0.014,0.121,0.441,0.049,0.036,1.97e-4,0,0,0,0,0.001,1.846,90,10.632,935.385,0.001,337.742,0.067,1.342e6,6.706,35.315,0.05,0.228,0.003
8.249,2208.571,2208.571,22.007,22.009,-10.603,10.605,37.625,0.031,37.625,89.953,0.302,0.175,28.61,-80.6,0.292,4.869e-5,3.123,0.012,84.661,89.996,529.083,65.7,0.042,7.437e-4,9.79,69.554,64.368,0.773,0,0,0.437,0.441,0.306,0.014,0.121,0.441,0.051,0.038,-2.661e-4,0,0,0,0,0.002,1.868,90,10.624,935.261,0.001,337.737,0.065,1.31e6,6.706,35.315,0.05,0.229,0.003
8.299,2212.138,2212.138,21.478,21.48,-10.564,10.565,37.674,0.031,37.674,89.953,0.293,0.176,28.61,-80.6,0.315,4.873e-5,3.297,0.009,84.5,89.995,529.083,65.7,0.042,7.437e-4,9.79,69.539,64.368,0.771,0,0,0.416,0.44,0.306,0.014,0.121,0.441,0.055,0.041,-3.999e-5,0,0,0,0,0.002,1.894,90,10.617,935.139,0.001,337.733,0.064,1.279e6,6.706,35.315,0.05,0.229,0.003
8.349,2215.618,2215.618,20.951,20.953,-10.521,10.524,37.721,0.031,37.721,89.953,0.283,0.232,28.61,-80.6,0.518,4.87e-5,3.522,0.004,84.33,89.993,529.083,65.7,0.042,7.437e-4,9.79,69.411,64.368,0.752,0,0,0.397,0.44,0.306,0.014,0.121,0.441,0.091,0.066,1.556e-4,0,0,0,0,0.002,1.989,90,10.61,935.021,0.001,337.729,0.062,1.249e6,6.706,35.315,0.05,0.23,0.003
8.399,2219.011,2219.011,20.426,20.428,-10.482,10.485,37.766,0.031,37.766,89.953,0.27,0.254,28.61,-80.6,0.626,4.875e-5,3.816,0.002,84.147,89.992,529.083,65.7,0.042,7.437e-4,9.79,69.343,64.368,0.742,0,0,0.378,0.44,0.306,0.014,0.12,0.441,0.111,0.079,7.208e-5,0,0,0,0,0.003,2.049,90,10.604,934.905,0.001,337.725,0.061,1.218e6,6.706,35.315,0.05,0.23,0.003
8.449,2222.319,2222.319,19.903,19.904,-10.454,10.456,37.81,0.031,37.81,89.953,0.26,0.155,28.61,-80.6,0.303,4.877e-5,4.042,0.005,83.95,89.99,529.083,65.7,0.042,7.437e-4,9.79,69.546,64.368,0.772,0,0,0.358,0.44,0.306,0.014,0.12,0.44,0.053,0.038,1.552e-4,0,0,0,0,0.003,1.956,90,10.597,934.792,0.001,337.721,0.059,1.186e6,6.706,35.315,0.05,0.231,0.003
8.499,2225.541,2225.541,19.381,19.382,-10.415,10.417,37.852,0.031,37.852,89.953,0.251,0.197,28.61,-80.6,0.485,4.874e-5,4.217,1.197e-4,83.744,89.989,529.083,65.7,0.042,7.437e-4,9.79,69.431,64.368,0.755,0,0,0.34,0.44,0.306,0.014,0.12,0.441,0.086,0.061,-1.24e-4,0,0,0,0,0.004,2.04,90,10.591,934.683,0.001,337.717,0.058,1.156e6,6.706,35.315,0.05,0.231,0.002
8.549,2228.678,2228.678,18.861,18.862,-10.395,10.395,37.892,0.031,37.892,89.953,0.245,0.056,28.61,-80.6,0.063,4.873e-5,-4.303,0.027,83.53,89.987,529.083,65.7,0.042,7.437e-4,9.79,69.7,64.368,0.795,0,0,0.321,0.44,0.306,0.014,0.12,0.44,0.011,0.012,-2.025e-4,0,0,0,0,-0.004,1.873,90,10.585,934.576,0.001,337.713,0.056,1.124e6,6.706,35.315,0.05,0.232,0.002
8.599,2231.729,2231.729,18.342,18.343,-10.357,10.357,37.932,0.032,37.932,89.952,0.241,0.113,28.61,-80.6,0.19,4.874e-5,4.314,0.002,83.315,89.987,529.083,65.7,0.042,7.437e-4,9.79,69.618,64.368,0.783,0,0,0.304,0.44,0.306,0.014,0.12,0.44,0.033,0.021,2.559e-4,0,0,0,0,0.004,1.971,90,10.578,934.472,0.001,337.709,0.055,1.094e6,6.706,35.315,0.05,0.233,0.002
8.649,2234.696,2234.696,17.825,17.826,-10.325,10.325,37.971,0.032,37.971,89.952,0.235,0.111,28.61,-80.6,0.203,4.874e-5,4.382,-5.092e-4,83.097,89.986,529.083,65.7,0.042,7.437e-4,9.79,69.61,64.368,0.782,0,0,0.288,0.44,0.306,0.014,0.12,0.44,0.036,0.023,-2.141e-4,0,0,0,0,0.005,1.987,90,10.573,934.371,0.001,337.706,0.053,1.064e6,6.706,35.315,0.05,0.234,0.002
8.699,2237.577,2237.577,17.309,17.311,-10.293,10.294,38.01,0.032,38.01,89.952,0.23,0.117,28.61,-80.6,0.252,4.874e-5,4.456,-0.003,82.876,89.985,529.083,65.7,0.042,7.437e-4,9.79,69.578,64.368,0.777,0,0,0.272,0.44,0.306,0.014,0.12,0.44,0.044,0.029,-3.319e-4,0,0,0,0,0.005,2.011,90,10.567,934.273,0.001,337.702,0.052,1.033e6,6.706,35.315,0.05,0.234,0.002
8.749,2240.375,2240.375,16.795,16.797,-10.272,10.272,38.047,0.032,38.047,89.952,0.226,0.042,28.61,-80.6,0.117,4.875e-5,-4.468,-2.916e-4,82.653,89.984,529.083,65.7,0.042,7.437e-4,9.79,69.664,64.368,0.79,0,0,0.256,0.44,0.306,0.014,0.12,0.44,0.02,0.022,2.287e-4,0,0,0,0,-0.006,1.905,90,10.561,934.178,0.001,337.699,0.05,1.002e6,6.706,35.315,0.05,0.235,0.002
8.799,2243.088,2243.088,16.282,16.284,-10.243,10.243,38.084,0.032,38.084,89.952,0.224,0.043,28.61,-80.6,0.107,4.875e-5,-4.411,-0.005,82.431,89.983,529.083,65.7,0.042,7.437e-4,9.79,69.67,64.368,0.791,0,0,0.24,0.44,0.306,0.014,0.12,0.44,0.019,0.021,-2.309e-4,0,0,0,0,-0.006,1.909,90,10.556,934.085,0.001,337.696,0.049,9.722e5,6.706,35.315,0.009,0.235,0.002
# Event EJECTION_CHARGE occurred at t=8.808 seconds
8.808,2243.57,2243.57,16.19,16.191,-10.238,10.238,38.09,0.032,38.09,89.952,0.223,0.045,28.61,-80.6,0.097,4.875e-5,-4.402,-0.007,82.391,89.983,529.083,65.7,0.042,7.437e-4,9.79,69.677,64.368,0.792,0,0,0.238,0.44,0.306,0.014,0.12,0.44,0.017,0.02,2.548e-4,0,0,0,0,-0.006,1.912,90,10.555,934.069,0.001,337.695,0.048,9.668e5,6.706,35.315,0.003,0.236,0.002
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=8.809 seconds
8.81,2243.702,2243.702,16.164,16.166,-114.007,114.836,38.092,0.032,38.092,89.952,0.223,13.772,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,55.619,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.913,90,10.555,934.064,0.001,337.695,0.048,9.653e5,6.706,35.315,0.009,0.42,0.002
8.819,2244.15,2244.15,15.171,15.172,-101.608,102.341,38.097,0.032,38.097,89.952,0.103,12.22,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,49.008,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.916,90,10.554,934.049,0.001,337.695,0.045,9.061e5,6.706,35.315,0.01,0.422,0.002
8.829,2244.62,2244.62,14.178,14.178,-89.995,90.636,38.098,0.032,38.098,89.952,0.016,10.765,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,42.815,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.919,90,10.553,934.033,0.001,337.694,0.042,8.469e5,6.706,35.315,0.011,0.422,0.002
8.84,2245.116,2245.116,13.185,13.186,-79.166,79.723,38.095,0.032,38.095,89.952,0.135,9.407,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,37.041,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.923,90,10.552,934.016,0.001,337.693,0.039,7.878e5,6.706,35.315,0.013,0.422,0.002
8.852,2245.638,2245.638,12.192,12.195,-69.122,69.6,38.087,0.032,38.087,89.952,0.253,8.143,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,31.686,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.926,90,10.551,933.998,0.001,337.693,0.036,7.286e5,6.706,35.315,0.014,0.423,0.002
8.867,2246.189,2246.189,11.199,11.205,-59.861,60.265,38.073,0.032,38.073,89.952,0.37,6.961,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,26.747,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.927,90,10.55,933.98,0.001,337.692,0.033,6.694e5,6.706,35.315,0.017,0.423,0.001
8.883,2246.772,2246.772,10.206,10.218,-51.385,51.721,38.049,0.032,38.049,89.952,0.486,5.878,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,22.226,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.928,90,10.549,933.96,0.001,337.691,0.031,6.102e5,6.706,35.315,0.019,0.423,0.001
8.903,2247.388,2247.388,9.212,9.232,-43.692,43.963,38.015,0.032,38.015,89.952,0.599,4.874,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,18.121,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.923,90,10.547,933.939,0.001,337.691,0.028,5.51e5,6.706,35.315,0.023,0.423,0.001
8.925,2248.038,2248.038,8.219,8.249,-36.767,36.968,37.966,0.032,37.966,89.952,0.71,3.846,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,14.417,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.882,90,10.546,933.917,0.001,337.69,0.025,4.914e5,6.706,35.315,0.027,0.423,0.001
8.953,2248.723,2248.723,7.224,7.27,-30.63,30.773,37.899,0.032,37.899,89.951,0.814,2.956,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,11.137,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.839,90,10.545,933.893,0.001,337.689,0.022,4.319e5,6.706,35.315,0.032,0.423,9.325e-4
8.985,2249.44,2249.44,6.229,6.295,-25.308,25.419,37.807,0.032,37.807,89.951,0.91,2.374,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,8.306,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.863,90,10.543,933.869,0.001,337.688,0.019,3.73e5,6.706,35.315,0.039,0.423,8.084e-4
9.024,2250.18,2250.18,5.233,5.328,-20.761,20.838,37.683,0.032,37.683,89.951,1.004,1.793,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,5.881,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.859,90,10.542,933.844,0.001,337.687,0.016,3.139e5,6.706,35.315,0.048,0.423,6.858e-4
9.072,2250.926,2250.926,4.237,4.375,-17.01,17.063,37.518,0.032,37.518,89.951,1.09,1.351,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,3.886,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.882,90,10.54,933.818,0.001,337.686,0.013,2.551e5,6.706,35.315,0.059,0.423,5.652e-4
9.131,2251.644,2251.644,3.24,3.444,-14.047,14.08,37.301,0.032,37.301,89.951,1.169,0.973,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,2.31,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.909,90,10.539,933.794,0.001,337.686,0.01,1.967e5,6.706,35.315,0.071,0.423,4.485e-4
9.202,2252.283,2252.283,2.242,2.561,-11.849,11.862,37.021,0.032,37.021,89.95,1.238,0.556,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,1.128,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.843,90,10.538,933.772,0.001,337.685,0.007,1.375e5,6.706,35.315,0.084,0.423,3.391e-4
9.286,2252.765,2252.765,1.243,1.788,-10.459,10.463,36.672,0.032,36.672,89.95,1.285,0.298,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,0.387,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.838,90,10.537,933.756,0.001,337.684,0.004,8.055e4,6.706,35.315,0.096,0.424,2.459e-4
9.382,2252.998,2252.998,0.244,1.336,-9.863,9.865,36.265,0.032,36.265,89.949,1.313,0.213,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,0.119,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.028,90,10.536,933.748,0.001,337.684,0.002,4.47e4,6.706,35.315,0.025,0.424,1.941e-4
# Event APOGEE occurred at t=9.407 seconds
9.407,2253.008,2253.008,0,1.319,-9.79,9.793,36.158,0.032,36.158,89.949,1.319,0.233,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,0.123,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.086,90,10.536,933.747,0.001,337.684,0.002,4.545e4,6.706,35.315,0.102,0.424,1.923e-4
9.509,2252.841,2252.841,-1,1.674,-9.326,9.33,35.712,0.032,35.712,89.948,1.342,0.286,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,0.288,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.958,90,10.537,933.753,0.001,337.684,0.003,6.95e4,6.706,35.315,0.107,0.425,2.339e-4
9.616,2252.313,2252.313,-1.999,2.425,-8.098,8.124,35.235,0.032,35.235,89.947,1.373,0.645,28.61,-80.6,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.79,0,64.368,-9.599,0,0,0.958,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.136,90,10.538,933.771,0.001,337.685,0.006,1.267e5,6.706,35.315,0.123,0.425,3.25e-4
