# Sim1Full (Up to date)
# 798 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0,591.583,128.2,0.045,7.502e-4,9.792,NaN,66.906,NaN,0,0,0,0.592,0.458,0.014,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.961,90,15,1013.25,0.001,340.389,0.006,1.225e5,6.706,35.315,0.006,0.005,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0,591.581,128.198,0.045,7.502e-4,9.792,NaN,66.906,NaN,1.158,0.2,0,0.593,0.459,0.014,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.957,90,15,1013.25,0.001,340.389,0.006,1.223e5,6.706,35.315,0.003,0.009,0
0.009,0,0,0.006,0.006,13.97,13.97,0,0,0,0,2.922e-5,0.07,28.61,-80.6,89.83,0,0,0,90,0,591.572,128.189,0.045,7.502e-4,9.792,NaN,66.905,NaN,14.057,2.427,0,0.593,0.459,0.014,0.12,3.919e-8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.956,90,15,1013.25,0.001,340.389,0.006,1.222e5,6.706,35.315,0.003,0.01,7.453e-7
0.011,3.807e-4,3.807e-4,0.112,0.112,73.342,73.342,-9.586e-7,0,9.586e-7,270,2.045e-4,0.07,28.61,-80.6,86.728,0,0,0,90,0,591.535,128.152,0.045,7.502e-4,9.792,NaN,66.904,NaN,49.177,8.49,2.223e-6,0.593,0.459,0.014,0.12,2.681e-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.955,90,15,1013.25,0.001,340.389,0.006,1.223e5,6.706,35.315,0.003,0.012,1.431e-5
0.014,0.002,0.002,0.348,0.348,97.31,97.31,-3.36e-6,0,3.36e-6,270,3.816e-4,0.072,28.61,-80.6,79.898,0,0,0,90,0,591.467,128.084,0.045,7.502e-4,9.792,NaN,66.902,NaN,63.348,10.938,6.213e-5,0.591,0.457,0.014,0.12,0.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.953,90,15,1013.25,0.001,340.389,0.006,1.239e5,6.706,35.315,0.003,0.013,4.455e-5
0.016,0.006,0.006,0.583,0.583,89.679,89.679,-7.234e-6,0,7.234e-6,270,5.645e-4,0.075,28.61,-80.6,73.379,0,0,0,90,0,591.395,128.012,0.045,7.502e-4,9.792,NaN,66.899,NaN,58.827,10.158,2.685e-4,0.588,0.454,0.014,0.12,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.952,90,15,1013.25,0.001,340.389,0.006,1.272e5,6.706,35.315,0.003,0.014,7.459e-5
0.019,0.012,0.012,0.848,0.848,121.162,121.162,-1.265e-5,0,1.265e-5,270,7.576e-4,0.08,28.61,-80.6,66.491,0,0,0,90,0,591.313,127.93,0.045,7.502e-4,9.792,NaN,66.896,NaN,77.435,13.373,7.514e-4,0.583,0.449,0.014,0.12,0.077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.951,90,15,1013.25,0.001,340.389,0.006,1.328e5,6.706,35.315,0.003,0.016,1.086e-4
0.021,0.02,0.02,1.176,1.176,139.147,139.147,-1.971e-5,0,1.971e-5,270,9.691e-4,0.09,28.61,-80.6,58.876,0,0,0,90,0,591.216,127.833,0.045,7.502e-4,9.792,NaN,66.892,NaN,88.057,15.21,0.002,0.576,0.442,0.014,0.12,0.158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.949,90,15,1013.249,0.001,340.389,0.007,1.422e5,6.706,35.315,0.003,0.017,1.506e-4
0.023,0.031,0.031,1.536,1.536,146.161,146.161,-2.862e-5,0,2.862e-5,270,0.001,0.103,28.61,-80.6,51.72,0,0,0,90,0,591.109,127.726,0.045,7.502e-4,9.792,NaN,66.889,NaN,92.189,15.927,0.003,0.567,0.433,0.014,0.12,0.258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.948,90,15,1013.249,0.001,340.389,0.007,1.549e5,6.706,35.315,0.003,0.019,1.967e-4
0.026,0.045,0.045,1.906,1.906,149.236,149.236,-3.966e-5,0,3.966e-5,270,0.001,0.121,28.61,-80.6,45.587,0,0,0,90,0,591.001,127.618,0.045,7.502e-4,9.792,NaN,66.885,NaN,93.991,16.241,0.006,0.557,0.423,0.014,0.12,0.355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.947,90,15,1013.248,0.001,340.389,0.008,1.701e5,6.706,35.315,0.003,0.021,2.44e-4
0.028,0.063,0.063,2.29,2.29,156.606,156.607,-5.482e-5,0,5.482e-5,270,0.002,0.381,28.61,-80.6,40.317,0,0,0,90,0,590.887,127.505,0.045,7.502e-4,9.792,NaN,66.881,NaN,98.331,16.994,0.009,0.547,0.413,0.014,0.12,0.439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.945,90,15,1013.248,0.001,340.389,0.009,1.875e5,6.706,35.315,0.004,0.023,2.931e-4
# Event LIFTOFF occurred at t=0.032 seconds
0.032,0.092,0.092,2.836,2.836,155.493,155.493,-8.929e-5,0,8.929e-5,270,0.004,0,28.61,-80.6,34.371,0,0,0,90,0,590.726,127.344,0.045,7.501e-4,9.792,NaN,66.875,NaN,97.652,16.882,0.013,0.534,0.4,0.014,0.12,0.527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.943,90,15,1013.247,0.001,340.389,0.01,2.146e5,6.706,35.315,0.006,0.024,3.631e-4
0.038,0.157,0.157,3.792,3.792,163.257,163.257,-1.623e-4,0,1.623e-4,270,0.004,0,28.61,-80.6,27.05,0,0,0,90,0,590.445,127.062,0.045,7.501e-4,9.792,NaN,66.864,NaN,102.2,17.676,0.024,0.515,0.381,0.014,0.12,0.606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.94,90,15,1013.244,0.001,340.389,0.013,2.659e5,6.706,35.315,0.009,0.026,4.855e-4
0.047,0.291,0.291,5.252,5.252,161.28,161.28,-2.718e-4,0,2.718e-4,270,0.004,0,28.61,-80.6,20.189,0,0,0,90,0,590.024,126.641,0.045,7.501e-4,9.792,NaN,66.849,NaN,100.98,17.478,0.043,0.492,0.358,0.014,0.12,0.633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.935,90,14.999,1013.24,0.001,340.389,0.016,3.495e5,6.706,35.315,0.01,0.027,6.725e-4
0.057,0.489,0.489,6.854,6.854,159.075,159.075,-3.934e-4,0,3.934e-4,270,0.004,0,28.61,-80.6,15.634,0,0,0,90,0,589.556,126.173,0.045,7.5e-4,9.792,NaN,66.832,NaN,99.624,17.257,0.067,0.474,0.34,0.014,0.12,0.613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.922,90,14.999,1013.233,0.001,340.388,0.021,4.445e5,6.706,35.315,0.01,0.028,8.776e-4
0.067,0.74,0.74,8.434,8.434,156.864,156.864,-5.151e-4,0,5.151e-4,270,0.004,0,28.61,-80.6,12.706,0,0,0,90,0,589.088,125.705,0.045,7.5e-4,9.792,NaN,66.815,NaN,98.268,17.035,0.093,0.46,0.326,0.014,0.12,0.576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.905,90,14.999,1013.224,0.001,340.388,0.025,5.4e5,6.706,35.315,0.007,0.029,0.001
0.074,0.946,0.946,9.527,9.527,155.312,155.312,-6.002e-4,0,6.002e-4,270,0.004,0,28.61,-80.6,11.221,0,0,0,90,0,588.761,125.378,0.045,7.499e-4,9.792,NaN,66.803,NaN,97.319,16.88,0.113,0.452,0.318,0.014,0.12,0.552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.894,90,14.998,1013.216,0.001,340.388,0.029,6.066e5,6.706,35.315,0.01,0.031,0.001
0.084,1.284,1.284,11.077,11.077,154.747,154.747,-7.219e-4,0,7.219e-4,270,0.004,0,28.61,-80.6,9.6,0,0,0,90,0,588.308,124.926,0.045,7.499e-4,9.792,NaN,66.786,NaN,96.942,16.828,0.143,0.443,0.309,0.014,0.12,0.522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.877,90,14.997,1013.204,0.001,340.387,0.033,7.016e5,6.706,35.315,0.009,0.032,0.001
0.093,1.633,1.633,12.472,12.472,154.228,154.228,-8.317e-4,0,8.317e-4,270,0.004,0,28.61,-80.6,8.476,0,0,0,90,0,587.9,124.518,0.045,7.498e-4,9.792,NaN,66.771,NaN,96.602,16.78,0.174,0.44,0.306,0.014,0.12,0.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.862,90,14.997,1013.192,0.001,340.387,0.037,7.875e5,6.706,35.315,0.008,0.033,0.002
0.101,1.978,1.978,13.706,13.706,153.761,153.761,-9.292e-4,0,9.292e-4,270,0.004,0,28.61,-80.6,7.682,0,0,0,90,0,587.538,124.155,0.045,7.498e-4,9.792,NaN,66.758,NaN,96.299,16.738,0.205,0.44,0.306,0.014,0.12,0.497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.853,90,14.996,1013.179,0.001,340.387,0.041,8.638e5,6.706,35.315,0.007,0.034,0.002
0.108,2.319,2.319,14.827,14.827,153.331,153.331,-0.001,0,0.001,270,0.004,0,28.61,-80.6,7.159,0,0,0,90,0,587.208,123.825,0.045,7.498e-4,9.792,NaN,66.746,NaN,96.024,16.7,0.237,0.44,0.306,0.014,0.12,0.491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.866,90,14.995,1013.167,0.001,340.386,0.044,9.333e5,6.706,35.315,0.007,0.035,0.002
0.115,2.659,2.659,15.859,15.859,152.929,152.929,-0.001,0,0.001,270,0.004,0,28.61,-80.6,6.741,0,0,0,90,0,586.903,123.52,0.045,7.497e-4,9.792,NaN,66.735,NaN,95.77,16.664,0.268,0.44,0.306,0.014,0.12,0.486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.878,90,14.995,1013.155,0.001,340.386,0.047,9.974e5,6.706,35.315,0.006,0.036,0.002
0.121,2.997,2.997,16.822,16.822,152.55,152.55,-0.001,0,0.001,270,0.004,0,28.61,-80.6,6.397,0,0,0,90,0,586.618,123.235,0.045,7.497e-4,9.792,NaN,66.724,NaN,95.532,16.631,0.299,0.44,0.306,0.014,0.12,0.482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.89,90,14.994,1013.143,0.001,340.385,0.05,1.057e6,6.706,35.315,0.003,0.037,0.002
0.124,3.142,3.142,17.22,17.22,152.392,152.392,-0.001,0,0.001,270,0.004,0,28.61,-80.6,6.266,0,0,0,90,0,586.5,123.118,0.045,7.497e-4,9.792,NaN,66.72,NaN,95.433,16.617,0.312,0.44,0.306,0.014,0.12,0.481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.894,90,14.994,1013.138,0.001,340.385,0.051,1.082e6,6.706,35.315,0.004,0.038,0.002
# Event LAUNCHROD occurred at t=0.128 seconds
0.128,3.367,3.367,17.816,17.816,152.51,152.517,-0.001,0,0.001,270,0.004,1.49,28.61,-80.6,6.081,0,0,0,90,0,586.322,122.939,0.045,7.497e-4,9.792,66.459,66.713,-0.038,95.494,16.633,0.332,0.44,0.306,0.014,0.12,0.479,1.257,-0.048,-3.479e-4,0,0,0,0,0,1.902,90,14.993,1013.13,0.001,340.385,0.053,1.119e6,6.706,35.315,0.006,0.039,0.002
0.134,3.719,3.719,18.712,18.712,152.684,152.692,-0.001,0,0.001,270,0.013,1.555,28.61,-80.6,5.797,0,-0.012,1.871e-5,90,0,586.054,122.671,0.045,7.496e-4,9.792,66.587,66.703,-0.017,95.584,16.656,0.364,0.44,0.306,0.014,0.12,0.476,1.189,-0.02,-1.16e-4,0,0,0,0,-3.471e-8,1.912,90,14.993,1013.117,0.001,340.384,0.055,1.175e6,6.706,35.315,0.009,0.041,0.002
0.143,4.278,4.278,20.057,20.057,152.942,152.95,-0.002,0,0.002,270,0.027,1.652,28.61,-80.6,5.416,0,-0.014,1.021e-4,90,269.705,585.652,122.269,0.045,7.496e-4,9.792,66.763,66.688,0.011,95.72,16.691,0.414,0.44,0.306,0.014,0.12,0.472,1.1,0.013,2.876e-5,0,0,0,0,-4.005e-8,1.928,90,14.992,1013.097,0.001,340.384,0.059,1.258e6,6.706,35.315,0.013,0.042,0.003
0.156,5.191,5.191,22.079,22.079,153.318,153.328,-0.004,0,0.004,270,0.049,1.777,28.61,-80.6,4.881,0,0.021,5.529e-6,90,269.705,585.049,121.666,0.045,7.495e-4,9.792,67.016,66.666,0.052,95.923,16.744,0.496,0.441,0.306,0.014,0.121,0.467,0.977,0.051,-4.007e-4,0,0,0,0,7.683e-8,1.935,90,14.99,1013.064,0.001,340.383,0.065,1.384e6,6.706,35.315,0.02,0.043,0.003
0.176,6.724,6.724,25.12,25.12,153.86,153.872,-0.008,-1.625e-8,0.008,270,0.086,1.913,28.61,-80.6,4.153,0,0.172,1.131e-4,89.998,90.128,584.144,120.761,0.045,7.494e-4,9.792,67.375,66.632,0.111,96.228,16.823,0.632,0.441,0.306,0.014,0.121,0.461,0.815,0.091,-3.591e-4,0,0,0,0,3.849e-6,1.911,90,14.987,1013.01,0.001,340.381,0.074,1.573e6,6.706,35.315,0.03,0.044,0.003
0.205,9.395,9.395,29.702,29.702,154.618,154.632,-0.019,-9.557e-8,0.019,270,0.145,2.07,28.61,-80.6,3.335,0,0.613,0.001,89.987,90.103,582.787,119.405,0.045,7.493e-4,9.792,67.797,66.582,0.181,96.686,16.942,0.87,0.441,0.306,0.015,0.121,0.454,0.64,0.116,-5.728e-6,0,0,0,0,3.496e-5,1.882,90,14.981,1012.914,0.001,340.378,0.087,1.858e6,6.706,35.315,0.045,0.045,0.004
0.25,14.242,14.242,36.614,36.615,155.626,155.642,-0.047,-8.846e-7,0.047,269.999,0.241,2.195,28.61,-80.6,2.526,-3.616e-7,1.714,7.164e-4,89.937,90.071,580.752,117.369,0.045,7.491e-4,9.792,68.236,66.505,0.258,97.372,17.122,1.307,0.442,0.305,0.015,0.122,0.45,0.474,0.122,-4.472e-4,0,0,0,0,1.801e-4,1.897,90,14.972,1012.741,0.001,340.372,0.108,2.288e6,6.706,35.315,0.05,0.046,0.005
0.3,20.888,20.888,44.42,44.422,156.574,156.585,-0.096,-4.116e-6,0.096,269.998,0.345,1.848,28.61,-80.6,1.768,-8.927e-7,3.493,7.599e-4,89.809,90.035,578.468,115.086,0.045,7.489e-4,9.792,68.671,66.419,0.336,98.143,17.326,1.909,0.443,0.305,0.016,0.122,0.447,0.325,0.109,-1.074e-4,0,0,0,0,5.089e-4,1.864,90,14.959,1012.503,0.001,340.364,0.131,2.775e6,6.706,35.315,0.05,0.047,0.006
0.35,28.818,28.818,52.268,52.27,157.314,157.316,-0.159,-1.097e-5,0.159,269.996,0.416,0.905,28.61,-80.6,1.144,0,5.574,0.004,89.583,90.028,576.184,112.802,0.045,7.486e-4,9.792,69.046,66.332,0.405,98.913,17.531,2.635,0.444,0.305,0.016,0.123,0.446,0.206,0.083,-9.686e-5,0,0,0,0,9.366e-4,1.841,90,14.943,1012.22,0.001,340.354,0.154,3.264e6,6.706,35.315,0.026,0.048,0.007
0.376,33.479,33.479,56.386,56.388,157.611,157.611,-0.195,-1.744e-5,0.195,269.995,0.432,0.274,28.61,-80.6,0.912,0,6.669,0.006,89.423,90.03,574.99,111.607,0.045,7.485e-4,9.792,69.19,66.286,0.433,99.316,17.639,3.067,0.445,0.305,0.017,0.124,0.446,0.163,0.069,2.998e-4,0,0,0,0,0.001,1.898,90,14.934,1012.053,0.001,340.349,0.166,3.52e6,6.706,35.315,0.039,0.048,0.007
0.415,41.133,41.133,62.555,62.557,156.92,156.923,-0.251,-3.283e-5,0.251,269.992,0.418,1.051,28.61,-80.6,0.562,-1.005e-6,8.166,0.015,89.131,90.034,573.162,109.779,0.045,7.483e-4,9.792,69.413,66.215,0.477,99.33,17.698,3.779,0.446,0.305,0.017,0.124,0.447,0.1,0.046,1.445e-4,0,0,0,0,0.001,1.981,90,14.919,1011.78,0.001,340.34,0.184,3.905e6,6.706,35.315,0.05,0.049,0.008
0.465,52.037,52.037,70.375,70.376,155.812,155.851,-0.312,-7.173e-5,0.312,269.987,0.31,3.457,28.61,-80.6,0.099,0,9.29,0.037,88.689,90.03,570.831,107.448,0.044,7.48e-4,9.792,69.715,66.125,0.535,99.348,17.774,4.796,0.448,0.304,0.018,0.126,0.448,0.017,0.008,-2.452e-4,0,0,0,0,0.001,2.041,90,14.897,1011.39,0.001,340.326,0.207,4.392e6,6.706,35.315,0.05,0.05,0.009
0.515,64.218,64.218,78.132,78.132,154.432,154.564,-0.345,-1.394e-4,0.345,269.977,0.063,6.408,28.61,-80.6,0.331,-6.42e-7,-8.574,0.008,88.234,90.026,568.501,105.118,0.044,7.478e-4,9.792,69.576,66.034,0.528,99.367,17.85,5.937,0.45,0.304,0.019,0.127,0.45,0.058,0.032,-3.689e-4,0,0,0,0,-9.918e-4,2.021,90,14.873,1010.954,0.001,340.312,0.23,4.874e6,6.706,35.315,0.05,0.051,0.01
0.565,77.666,77.666,85.814,85.815,152.806,153.072,-0.325,-2.361e-4,0.325,269.958,0.324,9.03,28.61,-80.6,0.598,-4.732e-6,-5.737,-0.002,87.868,90.023,566.17,102.787,0.044,7.476e-4,9.792,69.419,65.942,0.519,99.385,17.927,7.2,0.452,0.304,0.02,0.128,0.453,0.106,0.056,2.782e-4,0,0,0,0,-3.68e-4,1.974,90,14.846,1010.474,0.001,340.296,0.252,5.352e6,6.706,35.315,0.05,0.052,0.011
0.615,92.368,92.368,93.41,93.413,151.009,151.364,-0.232,-3.761e-4,0.232,269.907,0.818,10.368,28.61,-80.6,0.654,-1.044e-6,-1.148,-0.02,87.691,90.039,563.839,100.457,0.044,7.473e-4,9.792,69.396,65.849,0.529,99.403,18.004,8.575,0.455,0.303,0.021,0.13,0.455,0.117,0.061,5.367e-5,0,0,0,0,-1.243e-5,1.88,90,14.817,1009.948,0.001,340.278,0.275,5.824e6,6.706,35.315,0.04,0.053,0.012
0.655,104.914,104.914,99.371,99.379,149.517,149.834,-0.099,-5.417e-4,0.099,269.686,1.222,9.748,28.61,-80.6,0.509,-1.051e-6,2.772,0.003,87.724,90.048,561.99,98.608,0.044,7.471e-4,9.792,69.496,65.775,0.555,99.418,18.066,9.74,0.457,0.303,0.022,0.131,0.457,0.09,0.05,4.187e-4,0,0,0,0,6.404e-5,1.843,90,14.792,1009.5,0.001,340.263,0.292,6.195e6,6.706,35.315,0.025,0.054,0.013
0.68,113.253,113.253,103.112,103.123,148.533,148.79,0.011,-6.781e-4,0.011,93.383,1.455,8.742,28.61,-80.6,0.378,0,4.941,0.008,87.822,90.042,560.82,97.437,0.044,7.47e-4,9.792,69.585,65.727,0.575,99.427,18.105,10.513,0.458,0.303,0.023,0.132,0.458,0.067,0.038,2.224e-4,0,0,0,0,1.89e-4,1.786,90,14.776,1009.201,0.001,340.253,0.303,6.427e6,6.706,35.315,0.038,0.055,0.013
0.718,126.334,126.334,108.644,108.658,145.295,145.423,0.21,-9.141e-4,0.21,90.25,1.74,6.098,28.61,-80.6,0.105,-2.897e-6,7.017,-0.026,88.053,90.04,559.133,95.75,0.044,7.468e-4,9.792,69.769,65.659,0.613,98.496,17.99,11.715,0.46,0.303,0.024,0.133,0.46,0.018,0.011,-1.024e-4,0,0,0,0,3.434e-4,1.755,90,14.75,1008.734,0.001,340.237,0.319,6.77e6,6.706,35.315,0.05,0.055,0.014
0.768,144.746,144.746,115.798,115.815,140.82,140.833,0.514,-0.001,0.514,90.142,1.939,1.923,28.61,-80.6,0.25,1.737e-6,-5.849,-4.334e-4,88.393,90.074,556.892,93.509,0.044,7.466e-4,9.792,69.69,65.568,0.615,97.259,17.836,13.387,0.463,0.302,0.026,0.135,0.463,0.044,0.028,-3.028e-4,0,0,0,0,-2.1e-4,1.815,90,14.713,1008.076,0.001,340.215,0.341,7.212e6,6.706,35.315,0.05,0.056,0.015
0.818,164.313,164.313,122.722,122.738,136.108,136.109,0.836,-0.002,0.836,90.12,1.967,0.275,28.61,-80.6,0.376,-2.977e-6,-0.832,-0.026,88.568,90.094,554.651,91.268,0.044,7.463e-4,9.792,69.624,65.475,0.619,96.023,17.68,15.128,0.466,0.302,0.027,0.137,0.466,0.067,0.041,3.501e-4,0,0,0,0,-3.788e-6,1.907,90,14.674,1007.376,0.001,340.192,0.361,7.64e6,6.706,35.315,0.034,0.057,0.016
0.852,178.211,178.211,127.279,127.294,132.797,132.798,1.054,-0.002,1.054,90.116,1.964,0.361,28.61,-80.6,0.294,-1.725e-5,3.027,-0.04,88.53,90.045,553.132,89.75,0.043,7.462e-4,9.792,69.686,65.412,0.637,95.185,17.574,16.334,0.468,0.302,0.028,0.138,0.468,0.052,0.033,-2.344e-4,0,0,0,0,4.657e-5,1.957,90,14.647,1006.879,0.001,340.175,0.374,7.921e6,6.706,35.315,0.039,0.058,0.016
0.891,195.038,195.038,132.445,132.46,128.813,128.853,1.312,-0.003,1.312,90.112,2.031,3.235,28.61,-80.6,0.062,-2.331e-5,5.632,-0.105,88.349,90.01,551.362,87.98,0.043,7.46e-4,9.792,69.846,65.339,0.672,94.208,17.449,17.767,0.47,0.301,0.03,0.14,0.47,0.011,0.007,-3.351e-4,0,0,0,0,1.489e-4,1.929,90,14.614,1006.278,0.001,340.155,0.39,8.239e6,6.706,35.315,0.05,0.059,0.017
0.941,217.286,217.286,138.756,138.775,123.622,123.824,1.664,-0.003,1.664,90.104,2.295,7.083,28.61,-80.6,0.199,-2.007e-5,-3.85,-0.04,88.092,90.037,549.122,85.739,0.043,7.458e-4,9.792,69.772,65.245,0.675,92.972,17.291,19.622,0.474,0.301,0.031,0.142,0.474,0.035,0.023,2.689e-4,0,0,0,0,-6.339e-5,1.845,90,14.57,1005.482,0.001,340.128,0.408,8.627e6,6.706,35.315,0.046,0.059,0.018
0.987,238.837,238.837,144.38,144.404,118.833,119.045,2.04,-0.003,2.04,90.098,2.639,7.098,28.61,-80.6,0.184,-2.196e-5,0.621,0.009,88.017,90.055,547.042,83.66,0.043,7.455e-4,9.792,69.796,65.157,0.692,91.824,17.142,21.368,0.477,0.3,0.033,0.143,0.477,0.032,0.022,4.212e-4,0,0,0,0,1.522e-6,1.896,90,14.527,1004.712,0.001,340.102,0.425,8.973e6,6.706,35.315,0.007,0.06,0.018
0.994,241.959,241.959,145.159,145.184,118.161,118.357,2.097,-0.004,2.097,90.097,2.684,6.811,28.61,-80.6,0.165,-2.199e-5,1.185,0.012,88.023,90.052,546.748,83.365,0.043,7.455e-4,9.792,69.81,65.144,0.696,91.662,17.121,21.617,0.477,0.3,0.033,0.144,0.477,0.029,0.02,-2.249e-4,0,0,0,0,5.486e-6,1.908,90,14.521,1004.6,0.001,340.098,0.427,9.02e6,6.706,35.315,0.01,0.061,0.019
1.004,246.674,246.674,146.318,146.344,116.97,117.14,2.185,-0.004,2.185,90.096,2.749,6.308,28.61,-80.6,0.133,-2.226e-5,1.916,0.017,88.039,90.048,546.344,82.961,0.043,7.455e-4,9.792,69.833,65.127,0.702,91.323,17.07,21.99,0.478,0.3,0.033,0.144,0.478,0.024,0.017,-7.654e-5,0,0,0,0,1.411e-5,1.92,90,14.511,1004.432,0.001,340.093,0.43,9.092e6,6.706,35.315,0.015,0.062,0.019
1.019,253.815,253.815,148.035,148.062,115.184,115.312,2.321,-0.004,2.321,90.095,2.836,5.45,28.61,-80.6,0.083,-2.233e-5,2.761,0.049,88.074,90.035,545.738,82.355,0.043,7.454e-4,9.792,69.87,65.101,0.711,90.815,16.994,22.549,0.479,0.3,0.034,0.145,0.479,0.015,0.01,-3.997e-4,0,0,0,0,2.863e-5,1.928,90,14.497,1004.177,0.001,340.084,0.436,9.197e6,6.706,35.315,0.022,0.063,0.019
1.041,264.682,264.682,150.561,150.589,112.502,112.572,2.531,-0.004,2.531,90.093,2.941,3.973,28.61,-80.6,0.002,-2.151e-5,2.65,1.882,88.142,90.005,544.829,81.446,0.043,7.453e-4,9.792,69.929,65.062,0.726,90.053,16.88,23.388,0.48,0.3,0.035,0.146,0.48,3.448e-4,-1.984e-4,3.335e-4,0,0,0,0,2.551e-5,1.938,90,14.476,1003.788,0.001,340.071,0.443,9.351e6,6.706,35.315,0.033,0.064,0.019
1.074,281.322,281.322,154.237,154.267,108.443,108.47,2.858,-0.004,2.858,90.089,3.044,2.408,28.61,-80.6,0.073,-2.345e-5,-2.429,0.046,88.24,89.977,543.466,80.083,0.043,7.452e-4,9.792,69.893,65.004,0.729,88.91,16.708,24.643,0.482,0.299,0.036,0.147,0.482,0.013,0.009,1.769e-4,0,0,0,0,-2.041e-5,1.891,90,14.443,1003.193,0.001,340.051,0.454,9.576e6,6.706,35.315,0.05,0.065,0.02
1.124,307.016,307.016,159.497,159.528,102.303,102.313,3.365,-0.005,3.365,90.08,3.141,1.393,28.61,-80.6,0.107,-3.787e-5,0.19,0.03,88.301,89.98,541.421,78.038,0.043,7.45e-4,9.792,69.885,64.915,0.741,87.196,16.447,26.509,0.485,0.299,0.038,0.149,0.486,0.019,0.014,4.008e-4,0,0,0,0,1.168e-7,1.889,90,14.392,1002.275,0.001,340.02,0.469,9.896e6,6.706,35.315,0.05,0.066,0.02
1.174,333.591,333.591,164.457,164.489,96.086,96.138,3.887,-0.005,3.887,90.071,3.237,3.143,28.61,-80.6,0.007,-2.036e-5,2.578,0.186,88.216,90.028,539.373,75.99,0.043,7.447e-4,9.792,69.963,64.826,0.766,85.478,16.185,28.345,0.489,0.299,0.04,0.15,0.489,0.001,0.001,2.705e-4,0,0,0,0,2.022e-5,1.904,90,14.339,1001.325,0.001,339.988,0.484,1.02e7,6.706,35.315,0.05,0.067,0.021
1.224,360.955,360.955,169.106,169.141,89.911,90.02,4.435,-0.005,4.435,90.065,3.448,4.424,28.61,-80.6,0.058,-1.366e-5,-0.88,0.052,88.124,89.973,537.324,73.942,0.043,7.445e-4,9.792,69.944,64.736,0.777,83.761,15.92,30.138,0.492,0.298,0.041,0.152,0.492,0.01,0.008,2.902e-4,0,0,0,0,-2.231e-6,1.918,90,14.285,1000.347,0.001,339.956,0.498,1.048e7,6.706,35.315,0.022,0.068,0.022
